Time,Amps,Volts,Torque 10V (N · m)
0.001,91.87,10.001,2.076
0.373,128.71,10.001,2.046
0.778,126.03,10.001,2.015
1.182,124.06,10.001,1.99
1.59,122.38,10.001,1.965
1.941,120.28,10.001,1.932
2.291,118.91,10.001,1.924
2.639,117.08,10.001,1.909
2.988,115.68,10.001,1.897
3.337,114.35,10.001,1.885
3.698,112.61,10.001,1.87
4.052,111.66,10.001,1.857
4.413,110.38,10.001,1.848
4.762,109.44,10.001,1.836
5.111,108.35,10.001,1.826
5.488,107.17,10.001,1.817
5.834,106.45,10.001,1.807
6.185,105.34,10.001,1.801
6.534,104.54,10.001,1.789
6.882,103.57,10.001,1.78
7.258,102.5,10.001,1.774
7.607,101.97,10.001,1.762
7.956,101,10.001,1.755
8.306,100.6,10.001,1.749
8.655,99.69,10.001,1.741
9.031,99.06,10.001,1.732
9.38,98.28,10.001,1.725
9.729,97.66,10.001,1.72
10.079,97.02,10.001,1.713
10.427,96.32,10.001,1.704
10.777,95.52,10.001,1.696
11.154,94.92,10.001,1.691
11.501,94.52,10.001,1.684
11.853,94.01,10.001,1.678
12.201,93.51,10.001,1.669
12.552,92.81,10.001,1.663
12.928,92.29,10.001,1.658
13.277,91.87,10.001,1.655
13.626,91.62,10.001,1.649
13.975,91.08,10.001,1.642
14.324,90.55,10.001,1.637
14.673,90.18,10.001,1.633
15.049,89.86,10.001,1.629
15.397,89.49,10.001,1.624
15.748,89.22,10.001,1.62
16.096,88.68,10.001,1.613
16.473,88.16,10.001,1.608
16.822,87.71,10.001,1.599
17.169,87,10.001,1.596
17.518,86.85,10.001,1.59
17.869,86.37,10.001,1.579
18.216,85.64,10.001,1.575
18.593,85.53,10.001,1.574
18.942,85.48,10.001,1.571
19.292,85.17,10.001,1.567
19.64,84.76,10.001,1.563
19.989,84.47,10.001,1.558
20.338,84.09,10.001,1.554
20.717,83.69,10.001,1.546
21.064,83.16,10.001,1.544
21.415,82.99,10.001,1.538
21.762,82.69,10.001,1.536
22.112,82.41,10.001,1.533
22.488,82.11,10.001,1.529
22.837,81.84,10.001,1.526
23.186,81.55,10.001,1.523
23.536,81.23,10.001,1.519
23.885,81.16,10.001,1.516
24.26,81.29,10.001,1.516
24.609,81.01,10.001,1.513
24.958,80.71,10.001,1.51
25.309,80.46,10.001,1.507
25.656,80.15,10.001,1.503
26.032,79.95,10.001,1.501
26.381,79.81,10.001,1.498
26.731,79.61,10.001,1.49
27.08,79.24,10.001,1.489
27.428,78.94,10.001,1.486
27.805,78.76,10.001,1.484
28.153,78.47,10.001,1.48
28.503,78.28,10.001,1.476
28.852,78.37,10.001,1.475
29.201,78.04,10.001,1.473
29.578,77.84,10.001,1.47
29.927,77.6,10.001,1.468
30.278,77.42,10.001,1.465
30.625,77.2,10.001,1.462
30.975,77.18,10.001,1.46
31.324,76.89,10.001,1.456
31.7,76.5,10.001,1.453
32.05,76.4,10.001,1.451
32.398,76.23,10.001,1.448
32.747,76.04,10.001,1.445
33.098,75.75,10.001,1.441
33.473,75.62,10.001,1.44
33.821,75.45,10.001,1.435
34.172,75.18,10.001,1.433
34.519,75.01,10.001,1.431
34.895,74.92,10.001,1.429
35.244,74.78,10.001,1.427
35.594,74.67,10.001,1.425
35.943,74.43,10.001,1.422
36.292,74.28,10.001,1.418
36.641,74.16,10.001,1.418
37.017,74.06,10.001,1.416
37.366,73.95,10.001,1.413
37.715,73.76,10.001,1.411
38.065,73.32,10.001,1.407
38.413,73.13,10.001,1.404
38.762,73.1,10.001,1.403
39.14,73.16,10.001,1.401
39.487,73.06,10.001,1.4
39.838,72.78,10.001,1.398
40.186,72.69,10.001,1.395
40.536,72.65,10.001,1.393
40.913,72.51,10.001,1.393
41.26,72.7,10.001,1.391
41.61,72.33,10.001,1.389
41.96,72.25,10.001,1.387
42.31,72.13,10.001,1.385
42.658,72.1,10.001,1.384
43.035,72.19,10.001,1.383
43.382,71.89,10.001,1.381
43.732,71.82,10.001,1.38
44.081,71.79,10.001,1.379
44.456,71.8,10.001,1.377
44.806,71.69,10.001,1.376
45.154,71.54,10.001,1.374
45.503,71.35,10.001,1.373
45.853,71.32,10.001,1.37
46.228,70.82,10.001,1.367
46.578,70.69,10.001,1.365
46.927,70.66,10.001,1.364
47.276,70.59,10.001,1.363
47.626,70.85,10.001,1.362
47.976,70.6,10.001,1.361
48.336,70.87,10.001,1.362
