Time,Amps,Volts,Torque 4V (N · m)
0.001,3.97,4.001,0.08589
0.365,3.6,4.001,0.08438
0.769,3.61,4.001,0.08368
1.17,3.66,4.001,0.08315
1.552,3.67,4.001,0.08279
1.931,3.7,4.001,0.0825
2.282,3.73,4.001,0.08219
2.631,3.68,4.001,0.08198
2.98,3.83,4.001,0.08182
3.328,3.73,4.001,0.08152
3.688,3.75,4.001,0.0814
4.045,3.73,4.001,0.08123
4.403,3.74,4.001,0.08108
4.753,3.75,4.001,0.08096
5.1,3.79,4.001,0.08085
5.451,3.78,4.001,0.08076
5.826,3.85,4.001,0.08064
6.176,3.85,4.001,0.08059
6.524,3.87,4.001,0.0805
6.895,3.86,4.001,0.08042
7.277,3.89,4.001,0.08035
7.626,3.88,4.001,0.08022
7.974,3.86,4.001,0.08014
8.324,3.88,4.001,0.08008
8.701,3.9,4.001,0.08005
9.049,3.91,4.001,0.07997
9.398,3.93,4.001,0.07999
9.747,3.94,4.001,0.0799
10.098,3.96,4.001,0.07985
10.473,3.96,4.001,0.07976
10.823,3.96,4.001,0.07972
11.171,3.98,4.001,0.07968
11.52,3.99,4.001,0.07967
11.87,4.01,4.001,0.07961
12.245,4.04,4.001,0.0796
12.594,4.06,4.001,0.07952
12.943,4.07,4.001,0.07953
13.293,4.07,4.001,0.07946
13.642,4.09,4.001,0.07942
14.017,4.1,4.001,0.07942
14.366,4.12,4.001,0.07937
14.716,4.13,4.001,0.07933
15.064,4.15,4.001,0.0793
15.431,4.16,4.001,0.07928
15.791,4.18,4.001,0.07923
16.139,4.19,4.001,0.07925
16.489,4.2,4.001,0.07924
16.837,4.36,4.001,0.07922
17.188,4.39,4.001,0.07923
17.58,4.4,4.001,0.07926
17.938,4.56,4.001,0.07922
18.289,4.58,4.001,0.07921
18.637,4.58,4.001,0.07919
19.014,4.61,4.001,0.0792
19.363,4.63,4.001,0.07919
19.712,4.64,4.001,0.07916
20.061,4.64,4.001,0.07917
20.41,4.65,4.001,0.07907
20.787,4.66,4.001,0.07912
21.135,4.66,4.001,0.07909
21.484,4.68,4.001,0.07905
21.833,4.56,4.001,0.07906
22.184,4.59,4.001,0.079
22.558,4.61,4.001,0.07897
22.908,4.62,4.001,0.079
23.255,4.64,4.001,0.07895
23.606,4.63,4.001,0.07896
23.955,4.64,4.001,0.07894
24.315,4.63,4.001,0.07892
24.696,4.64,4.001,0.0789
25.056,4.66,4.001,0.0789
25.433,4.66,4.001,0.07886
25.781,4.67,4.001,0.07886
26.131,4.67,4.001,0.07879
26.481,4.68,4.001,0.07881
26.828,4.68,4.001,0.0788
27.178,4.69,4.001,0.07876
27.555,4.69,4.001,0.07876
27.902,4.69,4.001,0.07875
28.251,4.68,4.001,0.0787
28.6,4.69,4.001,0.07872
28.975,4.69,4.001,0.07867
29.326,4.69,4.001,0.07869
29.674,4.7,4.001,0.07865
30.024,4.7,4.001,0.07864
30.381,4.7,4.001,0.07862
30.749,4.71,4.001,0.07854
31.098,4.71,4.001,0.07842
31.446,4.71,4.001,0.07849
31.797,4.71,4.001,0.07844
32.146,4.71,4.001,0.07843
32.496,4.72,4.001,0.0784
32.844,4.72,4.001,0.07842
33.222,4.71,4.001,0.0784
33.57,4.72,4.001,0.07839
33.92,4.72,4.001,0.07839
34.269,4.72,4.001,0.07839
34.619,4.72,4.001,0.07836
34.994,4.71,4.001,0.07837
35.343,4.72,4.001,0.07837
35.691,4.72,4.001,0.07834
36.042,4.72,4.001,0.07832
36.391,4.73,4.001,0.0783
36.765,4.73,4.001,0.07828
37.116,4.74,4.001,0.07829
37.464,4.74,4.001,0.07824
37.814,4.75,4.001,0.07826
38.163,4.75,4.001,0.07826
38.537,4.75,4.001,0.07824
38.888,4.75,4.001,0.07823
39.236,4.76,4.001,0.07823
39.588,4.76,4.001,0.07823
39.934,4.76,4.001,0.07818
40.311,4.76,4.001,0.07817
40.66,4.76,4.001,0.07817
41.008,4.76,4.001,0.07816
41.359,4.76,4.001,0.07816
41.708,4.76,4.001,0.07813
42.084,4.76,4.001,0.07817
42.432,4.77,4.001,0.07812
42.782,4.77,4.001,0.07813
43.131,4.78,4.001,0.07812
43.481,4.78,4.001,0.07808
43.829,4.78,4.001,0.07806
44.207,4.77,4.001,0.07806
44.555,4.78,4.001,0.0781
44.905,4.78,4.001,0.07805
45.254,4.78,4.001,0.07805
45.602,4.79,4.001,0.07801
45.978,4.78,4.001,0.07801
46.326,4.78,4.001,0.07799
46.678,4.79,4.001,0.07799
47.025,4.8,4.001,0.078
47.375,4.83,4.001,0.07804
47.749,4.84,4.001,0.07802
48.099,4.84,4.001,0.07801
48.448,4.84,4.001,0.07798
48.797,4.84,4.001,0.07797
49.146,4.83,4.001,0.07798
49.523,4.83,4.001,0.07797
49.872,4.82,4.001,0.07798
50.221,4.81,4.001,0.07791
50.571,4.81,4.001,0.07791
50.931,4.8,4.001,0.0779
51.325,4.8,4.001,0.07788
51.673,4.8,4.001,0.07787
52.023,4.8,4.001,0.07786
52.372,4.79,4.001,0.07786
52.748,4.79,4.001,0.07784
53.095,4.79,4.001,0.07785
53.446,4.79,4.001,0.07782
53.795,4.78,4.001,0.07781
54.143,4.8,4.001,0.07783
54.504,4.79,4.001,0.07778
54.887,4.78,4.001,0.07774
55.245,4.78,4.001,0.07778
55.621,4.79,4.001,0.07774
55.97,4.78,4.001,0.07776
56.32,4.77,4.001,0.07772
56.668,4.78,4.001,0.07769
57.017,4.78,4.001,0.0777
57.366,4.79,4.001,0.0777
57.741,4.78,4.001,0.07767
58.091,4.78,4.001,0.07764
58.44,4.79,4.001,0.07766
58.791,4.8,4.001,0.07765
59.138,4.8,4.001,0.07769
59.515,4.8,4.001,0.07767
59.863,4.79,4.001,0.07766
60.213,4.77,4.001,0.07761
60.561,4.77,4.001,0.07761
60.91,4.77,4.001,0.07758
61.286,4.75,4.001,0.07753
61.636,4.67,4.001,0.07752
62.011,4.66,4.001,0.07749
62.389,4.67,4.001,0.07748
62.738,4.67,4.001,0.07744
63.086,4.68,4.001,0.07746
63.436,4.68,4.001,0.07745
63.783,4.67,4.001,0.07743
64.16,4.69,4.001,0.07743
64.509,4.66,4.001,0.07739
64.858,4.67,4.001,0.07741
65.207,4.7,4.001,0.07744
