Time,Amps,Volts,Torque 8V (N · m)
0.001,77.19,8.002,1.65
0.391,93.4,8.002,1.632
0.794,92.37,8.002,1.623
1.177,91.86,8.002,1.614
1.577,91.04,8.002,1.55
1.961,86.38,8.002,1.544
2.335,85.63,8.002,1.539
2.684,85.3,8.002,1.535
3.034,84.89,8.002,1.529
3.382,84.31,8.002,1.525
3.759,83.84,8.002,1.52
4.106,83.39,8.002,1.514
4.457,82.79,8.002,1.511
4.806,82.57,8.002,1.5
5.156,81.74,8.002,1.493
5.503,80.98,8.002,1.489
5.88,80.6,8.002,1.479
6.228,79.88,8.002,1.478
6.578,79.66,8.002,1.467
6.926,78.72,8.002,1.466
7.302,78.8,8.002,1.462
7.652,78.16,8.002,1.455
8.001,77.65,8.002,1.451
8.351,77.31,8.002,1.448
8.699,77.07,8.002,1.447
9.049,77.07,8.002,1.442
9.426,76.56,8.002,1.437
9.774,76.18,8.002,1.436
10.123,76.17,8.002,1.434
10.471,75.9,8.002,1.426
10.821,75.86,8.002,1.426
11.197,75.7,8.002,1.425
11.547,75.55,8.002,1.425
11.898,75.49,8.002,1.423
12.246,75.32,8.002,1.423
12.596,75.3,8.002,1.42
12.97,74.89,8.002,1.416
13.321,74.43,8.002,1.414
13.668,74.54,8.002,1.414
14.019,74.58,8.002,1.41
14.367,73.88,8.002,1.408
14.743,74.24,8.002,1.406
15.102,73.87,8.002,1.401
15.497,73.42,8.002,1.398
15.863,73.16,8.001,1.394
16.221,72.98,8.002,1.386
16.57,72.41,8.002,1.383
16.918,72.17,8.002,1.379
17.295,72.01,8.001,1.378
17.645,71.96,8.002,1.377
17.993,72.09,8.002,1.376
18.343,71.98,8.002,1.371
18.692,71.43,8.002,1.369
19.068,71.29,8.002,1.366
19.417,71.3,8.002,1.364
19.766,71.06,8.001,1.362
20.115,70.86,8.002,1.358
20.465,70.84,8.001,1.359
20.841,71.49,8.002,1.357
21.19,71.14,8.002,1.357
21.54,71.2,8.002,1.355
21.888,71.05,8.002,1.354
22.238,70.98,8.002,1.353
22.585,70.9,8.002,1.352
22.962,70.83,8.002,1.349
23.312,70.61,8.001,1.348
23.662,70.48,8.002,1.346
24.01,70.29,8.002,1.342
24.36,69.81,8.002,1.338
24.735,69.46,8.002,1.334
25.083,69.08,8.002,1.329
25.434,68.79,8.002,1.326
25.782,68.6,8.002,1.323
26.133,68.45,8.002,1.321
26.507,68.54,8.001,1.32
26.856,68.43,8.002,1.317
27.204,68.23,8.002,1.315
27.555,68.12,8.002,1.314
27.903,67.9,8.002,1.31
28.279,67.59,8.002,1.307
28.628,67.49,8.002,1.304
28.978,67.36,8.002,1.301
29.327,67.02,8.002,1.297
29.677,66.79,8.002,1.295
30.026,66.58,8.002,1.292
30.403,66.38,8.002,1.291
30.751,66.73,8.002,1.29
31.101,66.75,8.002,1.289
31.449,66.6,8.002,1.287
31.801,66.47,8.002,1.286
32.177,66.5,8.002,1.284
32.525,66.23,8.002,1.28
32.874,65.73,8.002,1.276
33.224,65.38,8.002,1.272
33.572,65.46,8.002,1.271
33.922,65.32,8.002,1.269
34.297,65,8.002,1.267
34.645,64.89,8.002,1.263
34.995,64.72,8.002,1.262
35.343,64.73,8.001,1.26
35.72,64.66,8.002,1.259
36.069,64.71,8.002,1.258
36.417,64.7,8.001,1.256
36.767,64.52,8.002,1.256
37.117,64.74,8.002,1.254
37.492,64.5,8.002,1.253
37.841,64.36,8.002,1.252
38.19,64.36,8.002,1.25
38.539,64.15,8.002,1.249
38.888,64.19,8.002,1.248
39.237,64.17,8.002,1.247
39.597,64.11,8.002,1.245
39.954,63.88,8.002,1.242
40.313,63.48,8.002,1.239
40.662,63.26,8.002,1.236
41.01,63.04,8.002,1.234
41.36,62.93,8.002,1.233
41.737,63.12,8.002,1.232
