Time,Amps,Volts,Torque 8V (N · m)
0.005,67.52,8.002,0.3
0.392,64.57,8.001,0.297
0.795,61.25,8.001,0.293
1.17,57.69,8.002,0.289
1.578,54.36,8.002,0.276
1.96,51.54,8.002,0.273
2.324,50.4,8.002,0.269
2.684,49.34,8.002,0.265
3.032,48.23,8.002,0.261
3.383,47.36,8.002,0.258
3.73,46.57,8.002,0.255
4.108,45.84,8.001,0.251
4.457,45.1,8.001,0.248
4.805,44.41,8.002,0.244
5.155,43.76,8.002,0.241
5.504,43.18,8.002,0.238
5.852,42.64,8.001,0.236
6.227,42.05,8.002,0.233
6.578,41.52,8.001,0.231
6.927,42.17,8.002,0.215
7.277,58.61,8.002,0.211
7.625,67.25,8.002,0.185
8.001,73.85,8.001,0.166
8.349,85.16,7.958,0.117
8.699,119.96,7.998,0.105
9.047,102.18,8.001,0.099
9.424,94.24,8.002,0.096
9.772,89.19,8.002,0.097
10.122,86.15,8.002,0.046
10.472,0,8.001,0.047
10.819,0,8.002,0.045
11.169,0,8.002,0.044
11.546,0,8.002,0.044
11.894,0,8.002,0.044
12.244,0,8.002,0.043
12.593,0,8.001,0.043
12.944,0,8.002,0.043
13.293,0,8.002,0.043
13.667,0,8.002,0.044
14.018,0,8.001,0.044
14.365,0,8.001,0.044
14.717,0,8.002,0.044
15.09,0,8.001,0.044
15.44,0,8.002,0.044
15.788,0,8.001,0.044
16.138,0,8.002,0.044
16.486,0,8.002,0.044
16.863,0,8.002,0.043
17.211,0,8.002,0.043
17.56,0,8.002,0.043
17.91,0,8.002,0.043
18.271,0,8.002,0.043
18.651,0,8.002,0.042
19.011,0,8.001,0.042
19.387,0,8.002,0.041
19.735,0,8.001,0.041
20.085,0,8.002,0.041
20.433,0,8.001,0.041
20.784,0,8.001,0.041
21.132,0,8.002,0.04
21.492,0,8.002,0.04
21.847,0,8.002,0.04
22.207,0,8.001,0.04
22.555,0,8.002,0.039
22.947,0,8.001,0.039
23.306,0,8.002,0.039
23.655,0,8.002,0.039
24.016,0,8.002,0.039
24.398,0,8.002,0.038
24.757,0,8.002,0.038
25.132,0,8.002,0.038
25.481,0,8.002,0.038
25.83,0,8.002,0.038
26.18,0,8.002,0.038
26.528,0,8.001,0.037
26.904,0,8.001,0.037
27.254,0,8.001,0.037
27.604,0,8.002,0.037
27.952,0,8.002,0.034
28.327,0,8.002,0.034
28.693,0,8.002,0.034
29.053,0,8.002,0.034
29.401,0,8.002,0.034
29.778,0,8.001,0.034
30.128,0,8.001,0.034
30.477,0,8.002,0.034
30.827,0,8.001,0.034
31.201,0,8.001,0.033
31.551,0,8.002,0.033
31.899,0,8.002,0.033
32.249,0,8.002,0.033
32.597,0,8.002,0.033
32.973,0,8.002,0.032
33.323,0,8.002,0.032
33.672,0,8.002,0.032
34.022,0,8.002,0.032
34.37,0,8.001,0.031
34.731,0,8.002,0.031
35.111,0,8.002,0.031
35.47,0,8.002,0.03
35.846,0,8.002,0.03
36.197,0,8.002,0.03
36.546,0,8.002,0.029
36.896,0,8.002,0.029
37.244,0,8.002,0.028
37.593,0,8.001,0.028
37.968,0,8.001,0.028
38.318,0,8.002,0.027
38.666,0,8.001,0.027
39.016,0,8.001,0.027
39.364,0,8.002,0.026
39.741,0,8.002,0.026
40.09,0,8.001,0.026
40.439,0,8.001,0.025
40.787,0,8.002,0.025
41.163,0,8.002,0.024
41.528,0,8.001,0.024
41.888,0,8.002,0.024
42.264,0,8.002,0.024
42.615,0,8.001,0.023
42.962,0,8.001,0.023
43.313,0,8.001,0.029
43.66,0,8.002,0.029
44.035,0,8.001,0.029
44.385,0,8.002,0.029
44.733,0,8.001,0.029
45.084,0,8.002,0.029
45.432,0,8.001,0.029
45.809,0,8.002,0.029
46.156,0,8.002,0.029
46.507,0,8.002,0.029
46.856,0,8.001,0.029
47.229,0,8.002,0.028
47.597,0,8.001,0.028
47.957,0,8.001,0.028
48.333,0,8.002,0.028
48.683,0,8.002,0.028
49.032,0,8.002,0.028
49.381,0,8.001,0.028
49.731,0,8.001,0.028
50.105,0,8.002,0.027
50.455,0,8.002,0.027
50.803,0,8.001,0.027
51.154,0,8.001,0.027
51.502,0,8.002,0.026
51.878,0,8.002,0.026
52.226,0,8.002,0.026
52.576,0,8.002,0.026
52.924,0,8.001,0.026
53.317,0,8.002,0.025
53.676,0,8.001,0.025
54.027,0,8.001,0.025
54.374,0,8.002,0.025
54.734,0,8.002,0.024
55.089,0,8.002,0.024
55.45,0,8.002,0.024
55.8,0,8.002,0.024
56.148,0,8.002,0.024
56.524,0,8.002,0.023
56.872,0,8.001,0.023
57.222,0,8.002,0.023
57.569,0,8.001,0.023
57.945,0,8.002,0.023
58.322,0,8.001,0.023
58.671,0,8.001,0.022
59.029,0,8.001,0.027
59.413,0,8.002,0.027
59.771,0,8.002,0.027
60.147,0,8.002,0.027
60.497,0,8.002,0.027
60.844,0,8.002,0.027
61.195,0,8.002,0.027
61.544,0,8.002,0.027
61.919,0,8.002,0.027
62.285,0,8.002,0.027
62.673,0,8.002,0.027
63.047,0,8.002,0.027
63.395,0,8.002,0.027
63.77,0,8.002,0.027
64.119,0,8.002,0.027
64.468,0,8.002,0.027
64.819,0,8.002,0.027
65.169,0,8.002,0.027
65.529,0,8.002,0.027
65.894,0,8.002,0.027
66.243,0,8.002,0.026
66.591,0,8.002,0.026
66.941,0,8.002,0.026
67.318,0,8.002,0.026
67.682,0,8.002,0.026
68.043,0,8.002,0.026
68.402,0,8.002,0.026
68.783,0,8.002,0.026
69.143,0,8.002,0.026
69.502,0,8.002,0.026
69.868,0,8.002,0.025
70.217,0,8.002,0.025
70.566,0,8.002,0.025
70.915,0,8.002,0.025
71.292,0,8.002,0.025
71.64,0,8.002,0.025
71.99,0,8.002,0.025
72.337,0,8.002,0.024
72.688,0,8.002,0.024
73.036,0,8.002,0.024
73.396,0,8.002,0.024
73.753,0,8.002,0.024
74.112,0,8.002,0.024
74.461,0,8.002,0.024
74.81,0,8.002,0.024
75.187,0,8.002,0.023
75.534,0,8.002,0.023
75.883,0,8.002,0.023
76.231,0,8.002,0.023
76.608,0,8.002,0.023
76.973,0,8.002,0.023
77.332,0,8.002,0.023
77.682,0,8.002,0.023
78.042,0,8.002,0.023
78.397,0,8.002,0.023
78.757,0,8.002,0.023
79.105,0,8.002,0.022
79.455,0,8.002,0.022
79.831,0,8.002,0.022
80.181,0,8.002,0.022
80.53,0,8.002,0.022
80.878,0,8.002,0.022
81.229,0,8.002,0.022
81.604,0,8.002,0.022
81.954,0,8.002,0.022
82.301,0,8.002,0.022
82.652,0,8.002,0.022
83.001,0,8.002,0.022
83.376,0,8.002,0.022
83.726,0,8.002,0.022
84.075,0,8.002,0.021
84.424,0,8.002,0.021
84.773,0,8.002,0.026
85.149,0,8.002,0.026
85.526,0,8.002,0.026
85.872,0,8.002,0.026
86.235,0,8.002,0.026
86.616,0,8.002,0.026
86.975,0,8.002,0.026
87.35,0,8.002,0.026
87.7,0,8.002,0.026
88.048,0,8.002,0.026
88.398,0,8.002,0.026
88.747,0,8.002,0.026
89.123,0,8.002,0.026
89.472,0,8.002,0.026
89.821,0,8.002,0.026
90.171,0,8.001,0.026
90.519,0,8.002,0.026
90.879,0,8.002,0.026
91.263,0,8.001,0.026
91.621,0,8.001,0.026
91.982,0,8.002,0.026
92.354,0,8.001,0.026
92.748,0,8.001,0.026
93.114,0,8.001,0.026
93.474,0,8.002,0.026
93.834,0,8.002,0.026
94.199,0,8.002,0.026
94.549,0,8.002,0.026
94.896,0,8.002,0.026
95.247,0,8.002,0.026
95.595,0,8.001,0.026
95.97,0,8.002,0.026
96.319,0,8.002,0.026
96.669,0,8.001,0.026
97.017,0,8.001,0.026
97.392,0,8.002,0.026
97.743,0,8.001,0.026
98.091,0,8.002,0.026
98.441,0,8.002,0.026
98.789,0,8.002,0.026
99.138,0,8.002,0.026
99.516,0,8.002,0.026
99.864,0,8.002,0.026
100.215,0,8.001,0.026
100.563,0,8.001,0.026
100.912,0,8.001,0.025
101.273,0,8.001,0.026
101.627,0,8.001,0.025
101.987,0,8.002,0.025
102.336,0,8.002,0.025
102.686,0,8.002,0.025
103.06,0,8.001,0.025
103.41,0,8.002,0.025
103.758,0,8.002,0.025
104.108,0,8.002,0.025
104.456,0,8.002,0.025
104.833,0,8.001,0.025
105.181,0,8.001,0.025
105.53,0,8.001,0.025
105.879,0,8.002,0.025
106.255,0,8.001,0.025
106.621,0,8.001,0.025
106.982,0,8.002,0.025
107.357,0,8.002,0.025
107.706,0,8.002,0.025
108.054,0,8.002,0.025
108.404,0,8.002,0.025
108.754,0,8.001,0.025
109.128,0,8.001,0.025
109.478,0,8.002,0.025
109.826,0,8.002,0.025
110.176,0,8.001,0.025
110.524,0,8.002,0.025
110.9,0,8.002,0.025
111.25,0,8.002,0.025
111.599,0,8.002,0.025
111.948,0,8.002,0.025
112.307,0,8.001,0.024
112.689,0,8.001,0.024
113.049,0,8.001,0.024
113.397,0,8.002,0.024
113.759,0,8.002,0.024
114.114,0,8.001,0.024
114.473,0,8.002,0.024
114.822,0,8.002,0.024
115.171,0,8.002,0.024
115.546,0,8.001,0.024
115.895,0,8.002,0.024
116.244,0,8.001,0.024
116.593,0,8.001,0.024
116.968,0,8.002,0.024
117.344,0,8.002,0.024
117.695,0,8.001,0.024
118.054,0,8.002,0.024
118.437,0,8.001,0.024
118.797,0,8.002,0.024
119.171,0,8.002,0.024
119.52,0,8.001,0.024
119.869,0,8.002,0.024
120.219,0,8.001,0.024
120.568,0,8.002,0.024
120.944,0,8.002,0.024
121.293,0,8.001,0.023
121.641,0,8.002,0.023
121.99,0,8.001,0.023
122.384,0,8.002,0.023
122.743,0,8.002,0.023
123.092,0,8.001,0.023
123.439,0,8.002,0.023
123.817,0,8.001,0.023
124.166,0,8.002,0.023
124.515,0,8.001,0.023
124.864,0,8.002,0.023
125.239,0,8.001,0.023
125.589,0,8.001,0.023
125.937,0,8.001,0.023
126.286,0,8.002,0.023
126.635,0,8.002,0.023
127.011,0,8.002,0.023
127.36,0,8.001,0.023
127.709,0,8.001,0.023
128.058,0,8.002,0.023
128.408,0,8.001,0.023
128.783,0,8.002,0.023
129.16,0,8.002,0.023
129.509,0,8.002,0.023
129.868,0,8.001,0.023
130.25,0,8.002,0.023
130.609,0,8.001,0.023
130.985,0,8.002,0.023
131.334,0,8.001,0.023
131.682,0,8.002,0.023
132.032,0,8.001,0.023
132.392,0,8.001,0.022
132.773,0,8.001,0.022
133.134,0,8.002,0.022
133.484,0,8.002,0.022
133.843,0,8.001,0.022
134.197,0,8.002,0.022
134.557,0,8.002,0.022
134.906,0,8.002,0.022
135.256,0,8.001,0.022
135.632,0,8.001,0.022
135.98,0,8.002,0.022
136.33,0,8.001,0.022
136.677,0,8.001,0.022
137.054,0,8.002,0.022
137.43,0,8.002,0.022
137.779,0,8.002,0.022
138.138,0,8.002,0.022
138.521,0,8.001,0.022
138.881,0,8.002,0.022
139.255,0,8.001,0.022
139.605,0,8.002,0.022
139.953,0,8.001,0.022
140.304,0,8.001,0.022
140.652,0,8.002,0.022
141.027,0,8.002,0.022
141.377,0,8.002,0.022
141.725,0,8.002,0.022
142.074,0,8.002,0.022
142.451,0,8.001,0.022
142.816,0,8.002,0.022
143.176,0,8.002,0.022
143.535,0,8.001,0.022
143.918,0,8.002,0.022
144.277,0,8.002,0.022
144.651,0,8.002,0.021
145.001,0,8.002,0.021
145.35,0,8.001,0.021
145.699,0,8.002,0.021
146.06,0,8.002,0.021
146.442,0,8.001,0.021
146.801,0,8.001,0.021
147.149,0,8.002,0.021
147.509,0,8.002,0.021
147.851,0,8.001,0.021
148.223,0,8.002,0.021
148.574,0,8.002,0.021
148.922,0,8.002,0.021
149.297,0,8.002,0.021
149.647,0,8.002,0.021
149.994,0,8.002,0.021
150.345,0,8.002,0.021
150.693,0,8.002,0.021
151.07,0,8.002,0.021
151.418,0,8.002,0.021
151.768,0,8.002,0.021
152.116,0,8.002,0.021
152.493,0,8.002,0.021
152.858,0,8.002,0.021
153.22,0,8.001,0.021
153.595,0,8.002,0.021
153.944,0,8.002,0.021
154.293,0,8.001,0.021
154.642,0,8.002,0.021
154.991,0,8.002,0.021
155.366,0,8.002,0.021
155.716,0,8.001,0.021
156.065,0,8.002,0.021
156.415,0,8.002,0.021
156.763,0,8.002,0.021
157.138,0,8.002,0.021
157.488,0,8.001,0.021
157.837,0,8.002,0.021
158.186,0,8.002,0.021
158.535,0,8.002,0.021
158.911,0,8.001,0.021
159.26,0,8.002,0.021
159.61,0,8.002,0.021
159.958,0,8.001,0.021
160.307,0,8.001,0.021
160.685,0,8.002,0.021
161.032,0,8.002,0.021
161.382,0,8.002,0.021
161.73,0,8.002,0.02
162.08,0,8.002,0.021
162.439,0,8.001,0.021
162.806,0,8.001,0.021
163.154,0,8.002,0.021
163.504,0,8.002,0.021
163.853,0,8.001,0.02
164.227,0,8.002,0.02
164.577,0,8.002,0.02
164.927,0,8.001,0.02
165.275,0,8.001,0.021
165.625,0,8.002,0.02
165.999,0,8.002,0.02
166.349,0,8.002,0.02
166.697,0,8.002,0.02
167.047,0,8.001,0.02
167.422,0,8.002,0.02
167.788,0,8.001,0.02
168.148,0,8.002,0.02
168.497,0,8.001,0.023
168.872,0,8.002,0.024
169.223,0,8.002,0.023
169.571,0,8.002,0.024
169.921,0,8.002,0.024
170.271,0,8.002,0.024
170.646,0,8.002,0.024
170.995,0,8.002,0.024
171.344,0,8.001,0.024
171.693,0,8.001,0.024
172.069,0,8.002,0.024
172.434,0,8.001,0.024
172.793,0,8.002,0.024
173.144,0,8.002,0.024
173.502,0,8.002,0.024
173.858,0,8.002,0.024
174.218,0,8.002,0.024
174.566,0,8.002,0.024
174.917,0,8.002,0.024
175.292,0,8.002,0.024
175.641,0,8.002,0.024
175.99,0,8.002,0.024
176.339,0,8.002,0.024
176.689,0,8.002,0.024
177.063,0,8.002,0.024
177.413,0,8.002,0.024
177.769,0,8.002,0.024
178.149,0,8.002,0.024
178.503,0,8.002,0.024
178.864,0,8.002,0.024
179.212,0,8.002,0.024
179.561,0,8.002,0.024
179.921,0,8.002,0.024
180.276,0,8.002,0.024
180.636,0,8.001,0.024
180.984,0,8.002,0.024
181.334,0,8.001,0.024
181.71,0,8.002,0.024
182.06,0,8.002,0.024
182.434,0,8.002,0.024
