Time,Amps,Volts,Torque 4V (N · m)
0,30.71,4.001,0.6
0.363,31.28,4.001,0.598
0.74,31.26,4.001,0.596
1.147,31.26,4.001,0.595
1.522,31.31,4.001,0.594
1.905,31.25,4.001,0.592
2.281,31.17,4.001,0.591
2.629,31.11,4.001,0.589
2.979,31.04,4.001,0.588
3.327,30.95,4.001,0.586
3.702,30.77,4.001,0.592
4.052,31.28,4.001,0.591
4.402,31.32,4.001,0.59
4.75,31.22,4.001,0.589
5.125,31.13,4.001,0.588
5.475,31.06,4.001,0.587
5.825,31,4.001,0.587
6.174,30.95,4.001,0.586
6.523,30.91,4.001,0.584
6.872,30.72,4.001,0.583
7.249,30.59,4.001,0.582
7.597,30.55,4.001,0.581
7.947,30.44,4.001,0.58
8.296,30.39,4.001,0.579
8.645,30.35,4.001,0.578
8.993,30.32,4.001,0.577
9.37,30.25,4.001,0.576
9.719,30.21,4.001,0.57
10.069,29.74,4.001,0.57
10.419,29.84,4.001,0.57
10.767,29.82,4.001,0.571
11.144,29.94,4.001,0.57
11.492,29.89,4.001,0.57
11.842,29.86,4.001,0.569
12.19,29.83,4.001,0.571
12.565,30.06,4.001,0.57
12.916,30.01,4.001,0.57
13.265,29.94,4.001,0.569
13.614,29.87,4.001,0.566
13.963,29.59,4.001,0.567
14.312,29.68,4.001,0.566
14.688,29.66,4.001,0.566
15.037,29.64,4.001,0.56
15.386,29.22,4.001,0.56
15.736,29.24,4.001,0.559
16.085,29.21,4.001,0.559
16.433,29.19,4.001,0.559
16.811,29.15,4.001,0.558
17.159,29.11,4.001,0.557
17.509,29.08,4.001,0.556
17.856,29.02,4.001,0.556
18.209,29.02,4.001,0.556
18.583,28.97,4.001,0.555
18.932,28.94,4.001,0.554
19.282,28.88,4.001,0.553
19.631,28.86,4.001,0.553
19.98,28.79,4.001,0.55
20.331,28.7,4.001,0.551
20.705,28.69,4.001,0.55
21.053,28.67,4.001,0.549
21.404,28.6,4.001,0.54
21.752,28.12,4.001,0.541
22.127,28.21,4.001,0.54
22.477,28.22,4.001,0.541
22.825,28.22,4.001,0.54
23.175,28.21,4.001,0.541
23.525,28.2,4.001,0.54
23.873,28.13,4.001,0.54
24.249,28.12,4.001,0.54
24.599,28.12,4.001,0.539
24.948,28.09,4.001,0.539
25.297,28.06,4.001,0.538
25.645,27.99,4.001,0.538
25.995,28.03,4.001,0.538
26.372,28.02,4.001,0.541
26.72,28.45,4.001,0.54
27.07,28.27,4.001,0.537
27.417,28.01,4.001,0.54
27.77,28.43,4.001,0.541
28.146,28.43,4.001,0.541
28.494,28.44,4.001,0.54
28.845,28.42,4.001,0.54
29.193,28.39,4.001,0.54
29.542,28.37,4.001,0.54
29.892,28.35,4.001,0.54
30.268,28.33,4.001,0.54
30.616,28.3,4.001,0.539
30.966,28.28,4.001,0.54
31.314,28.27,4.001,0.538
31.69,28.17,4.001,0.538
32.039,28.17,4.001,0.538
32.388,28.16,4.001,0.538
32.737,28.15,4.001,0.532
33.086,27.87,4.001,0.533
33.462,28.01,4.001,0.533
33.811,28.02,4.001,0.533
34.16,28.03,4.001,0.533
34.508,28.02,4.001,0.533
34.858,28.02,4.001,0.533
35.208,27.99,4.001,0.533
35.558,27.98,4.001,0.533
35.934,27.97,4.001,0.533
36.282,27.96,4.001,0.532
36.633,27.94,4.001,0.532
36.98,27.9,4.001,0.532
37.33,27.9,4.001,0.532
37.706,27.88,4.001,0.531
38.055,27.85,4.001,0.526
38.405,27.63,4.001,0.526
38.754,27.66,4.001,0.526
39.103,27.66,4.001,0.526
39.477,27.65,4.001,0.526
39.828,27.65,4.001,0.526
40.176,27.64,4.001,0.526
40.526,27.64,4.001,0.526
40.874,27.64,4.001,0.526
41.25,27.64,4.001,0.526
41.599,27.63,4.001,0.526
41.948,27.58,4.001,0.526
42.298,27.6,4.001,0.525
42.646,27.58,4.001,0.52
43.024,27.27,4.001,0.521
43.372,27.46,4.001,0.522
43.722,27.47,4.001,0.522
44.07,27.47,4.001,0.522
44.419,27.47,4.001,0.522
44.796,27.47,4.001,0.522
45.144,27.47,4.001,0.522
45.495,27.47,4.001,0.522
45.844,27.47,4.001,0.522
46.195,27.46,4.001,0.522
46.543,27.44,4.001,0.521
46.917,27.39,4.001,0.521
47.267,27.4,4.001,0.521
47.617,27.4,4.001,0.521
47.966,27.39,4.001,0.514
48.315,26.98,4.001,0.516
48.665,27.26,4.001,0.516
49.04,27.28,4.001,0.517
49.389,27.27,4.001,0.516
49.738,27.25,4.001,0.516
50.088,27.24,4.001,0.516
50.436,27.21,4.001,0.516
50.812,27.18,4.001,0.516
51.161,27.17,4.001,0.516
51.509,27.16,4.001,0.516
51.859,27.17,4.001,0.516
52.235,27.16,4.001,0.516
52.583,27.15,4.001,0.514
52.935,26.99,4.001,0.514
53.283,26.97,4.001,0.514
53.633,27,4.001,0.514
53.98,27,4.001,0.514
