Time,Amps,Volts,Torque 4V (N · m)
0.005,41.11,4.001,0.787
0.42,41.34,4.001,0.787
0.823,41.48,4.001,0.782
1.188,41.52,4.001,0.78
1.605,41.53,4.001,0.777
1.985,41.54,4.001,0.775
2.334,41.5,4.001,0.773
2.683,41.45,4.001,0.771
3.033,41.42,4.001,0.77
3.381,41.4,4.001,0.768
3.731,41.37,4.001,0.767
4.105,41.37,4.001,0.767
4.455,41.34,4.001,0.766
4.804,41.34,4.001,0.765
5.154,41.3,4.001,0.764
5.503,41.29,4.001,0.764
5.852,41.26,4.001,0.763
6.203,41.23,4.001,0.762
6.567,41.22,4.001,0.762
6.927,41.22,4.001,0.761
7.274,41.18,4.001,0.76
7.626,41.15,4.001,0.76
8,41.16,4.001,0.759
8.35,41.09,4.001,0.759
8.699,41.05,4.001,0.758
9.048,41,4.001,0.757
9.397,40.92,4.001,0.757
9.773,40.89,4.001,0.756
10.123,40.84,4.001,0.756
10.471,40.76,4.001,0.755
10.822,40.71,4.001,0.754
11.17,40.64,4.001,0.754
11.545,40.74,4.001,0.754
11.895,40.7,4.001,0.753
12.245,40.63,4.001,0.754
12.594,40.94,4.001,0.754
12.941,41.13,4.001,0.754
13.291,41.01,4.001,0.754
13.667,41.07,4.001,0.754
14.018,41.04,4.001,0.753
14.366,40.98,4.001,0.753
14.715,40.96,4.001,0.752
15.064,40.9,4.001,0.752
15.424,40.86,4.001,0.752
15.781,40.81,4.001,0.751
16.138,40.79,4.001,0.75
16.489,40.51,4.001,0.75
16.838,40.56,4.001,0.749
17.189,40.47,4.001,0.747
17.564,40.38,4.001,0.743
17.913,39.53,4.001,0.743
18.261,39.6,4.001,0.743
18.611,39.89,4.001,0.741
18.96,39.33,4.001,0.739
19.335,39.22,4.001,0.739
19.686,39.16,4.001,0.737
20.033,39.25,4.001,0.736
20.384,38.98,4.001,0.734
20.731,38.98,4.001,0.72
21.108,37.94,4.001,0.721
21.457,38.2,4.001,0.721
21.806,38.38,4.001,0.72
22.155,38.12,4.001,0.718
22.504,37.93,4.001,0.716
22.897,37.78,4.001,0.714
23.258,37.66,4.001,0.713
23.605,37.67,4.001,0.712
23.982,37.64,4.001,0.711
24.33,37.62,4.001,0.71
24.68,37.5,4.001,0.709
25.03,37.52,4.001,0.709
25.379,37.52,4.001,0.706
25.728,37.27,4.001,0.705
26.103,37.26,4.001,0.702
26.453,37.04,4.001,0.702
26.801,37.02,4.001,0.701
27.151,36.98,4.001,0.698
27.498,36.77,4.001,0.692
27.875,36.61,4.001,0.692
28.224,36.77,4.001,0.691
28.573,36.57,4.001,0.69
28.923,36.5,4.001,0.689
29.299,36.48,4.001,0.693
29.648,37.87,4.001,0.693
29.997,37.81,4.001,0.693
30.347,37.75,4.001,0.693
30.694,37.67,4.001,0.693
31.044,37.62,4.001,0.693
31.421,37.58,4.001,0.693
31.769,37.57,4.001,0.693
32.119,37.85,4.001,0.693
32.468,37.85,4.001,0.693
32.819,37.79,4.001,0.693
33.194,37.75,4.001,0.693
33.543,37.92,4.001,0.693
33.893,37.83,4.001,0.692
34.242,37.75,4.001,0.692
34.592,37.68,4.001,0.692
34.966,37.6,4.001,0.691
35.317,37.42,4.001,0.69
35.664,37.21,4.001,0.69
36.014,37.29,4.001,0.69
36.364,37.24,4.001,0.69
36.739,37.21,4.001,0.689
37.087,37.18,4.001,0.688
37.437,37.2,4.001,0.687
37.786,36.96,4.001,0.686
38.135,36.89,4.001,0.685
38.511,36.78,4.001,0.685
38.861,36.74,4.001,0.685
39.209,36.98,4.001,0.684
39.558,36.96,4.001,0.682
39.908,36.63,4.001,0.682
40.284,36.62,4.001,0.681
40.632,36.5,4.001,0.681
40.982,36.67,4.001,0.678
41.332,36.31,4.001,0.678
41.681,36.32,4.001,0.677
42.03,36.29,4.001,0.676
42.38,36.32,4.001,0.677
42.756,36.37,4.001,0.677
43.104,36.32,4.001,0.676
43.456,36.3,4.001,0.676
43.855,36.16,4.001,0.674
44.204,36.17,4.001,0.674
44.553,36.15,4.001,0.674
44.903,36.1,4.001,0.673
45.253,36.09,4.001,0.671
45.629,35.97,4.001,0.671
45.977,36,4.001,0.67
46.328,35.93,4.001,0.669
46.675,35.7,4.001,0.669
47.025,35.91,4.001,0.668
47.402,35.87,4.001,0.668
47.75,35.82,4.001,0.668
48.1,35.48,4.001,0.666
48.449,35.44,4.001,0.659
48.799,34.99,4.001,0.658
49.147,34.96,4.001,0.656
49.523,34.93,4.001,0.655
49.872,35.06,4.001,0.653
50.222,35.1,4.001,0.653
50.57,34.97,4.001,0.653
50.947,34.77,4.001,0.651
51.296,34.84,4.001,0.641
51.645,34.04,4.001,0.642
51.993,34.01,4.001,0.641
52.342,34.1,4.001,0.641
52.719,34.12,4.001,0.641
53.069,34.15,4.001,0.641
53.417,34.17,4.001,0.641
53.766,34.17,4.001,0.641
54.115,33.96,4.001,0.64
54.493,34.16,4.001,0.64
54.841,34.21,4.001,0.64
55.191,34.23,4.001,0.64
55.539,34.23,4.001,0.64
55.89,34.26,4.001,0.64
56.238,34.28,4.001,0.638
56.588,33.95,4.001,0.637
56.963,34.08,4.001,0.638
57.313,34.11,4.001,0.638
57.678,34.13,4.001,0.637
58.037,34.1,4.001,0.636
58.414,34,4.001,0.636
58.762,34.04,4.001,0.636
59.11,34.04,4.001,0.636
59.486,34.03,4.001,0.633
59.835,33.67,4.001,0.633
60.185,33.73,4.001,0.633
60.534,33.76,4.001,0.632
60.883,33.74,4.001,0.632
61.259,33.73,4.001,0.63
61.608,33.46,4.001,0.63
61.978,33.56,4.001,0.63
62.361,33.55,4.001,0.628
62.708,33.44,4.001,0.628
63.057,33.44,4.001,0.625
63.406,33.02,4.001,0.622
63.755,32.71,4.001,0.619
64.132,32.58,4.001,0.618
64.48,32.61,4.001,0.618
64.829,32.71,4.001,0.618
65.179,32.79,4.001,0.619
65.529,33.12,4.001,0.619
65.906,33.21,4.001,0.62
66.253,33.33,4.001,0.62
66.604,33.37,4.001,0.62
66.951,33.4,4.001,0.62
67.302,33.41,4.001,0.616
67.652,32.86,4.001,0.616
68.002,32.75,4.001,0.616
68.377,32.79,4.001,0.616
68.725,32.78,4.001,0.613
69.076,32.52,4.001,0.613
69.424,32.35,4.001,0.612
69.774,32.37,4.001,0.612
70.149,32.49,4.001,0.612
70.499,32.42,4.001,0.609
70.847,32.13,4.001,0.609
71.198,32.11,4.001,0.608
71.544,32.16,4.001,0.608
71.921,32.16,4.001,0.606
72.27,31.93,4.001,0.605
72.62,31.91,4.001,0.605
72.968,31.84,4.001,0.606
73.318,32.62,4.001,0.607
73.693,32.63,4.001,0.606
74.044,32.65,4.001,0.607
74.392,32.61,4.001,0.607
74.741,32.64,4.001,0.607
75.09,32.65,4.001,0.606
75.467,32.34,4.001,0.606
75.815,32.39,4.001,0.606
76.167,32.41,4.001,0.606
76.514,32.39,4.001,0.605
76.864,32.37,4.001,0.603
77.212,32.01,4.001,0.603
77.561,32.01,4.001,0.603
77.937,32.03,4.001,0.603
78.287,32.06,4.001,0.603
78.636,32.02,4.001,0.601
78.984,31.98,4.001,0.6
79.334,31.79,4.001,0.6
79.709,31.78,4.001,0.6
80.06,31.83,4.001,0.6
80.408,31.83,4.001,0.599
80.758,31.76,4.001,0.598
81.106,31.64,4.001,0.597
81.482,31.69,4.001,0.597
81.831,31.67,4.001,0.595
82.179,31.47,4.001,0.594
82.53,31.48,4.001,0.595
82.878,31.48,4.001,0.595
83.256,31.47,4.001,0.594
83.604,31.5,4.001,0.594
83.953,31.51,4.001,0.593
84.302,31.51,4.001,0.593
84.651,31.43,4.001,0.593
85.029,31.48,4.001,0.592
85.376,31.29,4.001,0.592
85.727,31.64,4.001,0.592
86.075,31.65,4.001,0.592
86.425,31.62,4.001,0.591
86.801,31.55,4.001,0.591
87.15,31.49,4.001,0.591
87.5,31.46,4.001,0.589
87.848,31.37,4.001,0.588
88.198,31.06,4.001,0.588
88.547,31.18,4.001,0.588
88.923,31.19,4.001,0.588
89.271,31.2,4.001,0.587
89.622,31.16,4.001,0.587
89.97,31.19,4.001,0.587
90.346,31.37,4.001,0.587
90.696,31.55,4.001,0.587
91.044,31.7,4.001,0.587
91.393,31.66,4.001,0.587
91.743,31.57,4.001,0.587
92.091,31.53,4.001,0.586
92.467,31.35,4.001,0.587
92.817,31.4,4.001,0.586
93.165,31.39,4.001,0.586
93.513,31.4,4.001,0.585
93.863,31.05,4.001,0.585
94.223,31.12,4.001,0.585
