Time,Amps,Volts,Torque 4V (N · m)
0.005,28.28,4.001,0.22
0.42,27.89,4.001,0.218
0.821,27.9,4.001,0.218
1.197,27.96,4.001,0.217
1.604,27.72,4.001,0.216
1.989,27.44,4.001,0.216
2.377,27.16,4.001,0.214
2.765,26.82,4.001,0.213
3.114,26.55,4.001,0.212
3.464,26.24,4.001,0.211
3.813,26.05,4.001,0.21
4.161,25.89,4.001,0.209
4.511,25.75,4.001,0.208
4.861,25.49,4.001,0.207
5.238,25.32,4.001,0.206
5.586,25.21,4.001,0.204
5.937,24.9,4.001,0.204
6.283,24.76,4.001,0.203
6.634,24.62,4.001,0.202
6.993,24.64,4.001,0.201
7.349,24.44,4.001,0.201
7.708,24.38,4.001,0.2
8.058,24.26,4.001,0.199
8.407,24.04,4.001,0.199
8.782,24.13,4.001,0.198
9.132,24.01,4.001,0.198
9.48,23.86,4.001,0.197
9.83,23.74,4.001,0.196
10.178,23.55,4.001,0.195
10.554,23.44,4.001,0.195
10.902,23.36,4.001,0.194
11.252,23.25,4.001,0.194
11.602,23.19,4.001,0.194
11.951,23.15,4.001,0.193
12.326,23.16,4.001,0.193
12.675,23.05,4.001,0.192
13.024,22.96,4.001,0.192
13.374,22.86,4.001,0.191
13.723,22.77,4.001,0.191
14.1,22.76,4.001,0.19
14.447,22.68,4.001,0.19
14.798,22.58,4,0.19
15.145,22.53,4.001,0.189
15.497,22.37,4.001,0.189
15.843,22.42,4.001,0.188
16.231,22.31,4.001,0.188
16.587,22.24,4.001,0.188
16.945,22.16,4.001,0.187
17.321,22.09,4.001,0.187
17.67,22.04,4.001,0.186
18.02,21.98,4.001,0.186
18.369,21.92,4.001,0.186
18.727,21.96,4.001,0.185
19.11,21.8,4.001,0.185
19.471,21.75,4.001,0.185
19.818,21.7,4.001,0.184
20.196,21.64,4.001,0.184
20.545,21.6,4.001,0.184
20.893,21.55,4.001,0.183
21.243,21.46,4.001,0.183
21.591,21.43,4.001,0.183
21.967,21.37,4.001,0.182
22.317,21.45,4.001,0.182
22.666,21.4,4.001,0.182
23.015,21.33,4.001,0.182
23.365,21.3,4.001,0.181
23.74,21.24,4.001,0.181
24.089,21.11,4.001,0.181
24.439,21.12,4.001,0.181
24.788,21.09,4.001,0.18
25.137,21.06,4.001,0.18
25.513,21.04,4.001,0.18
25.861,20.96,4.001,0.179
26.211,20.9,4.001,0.179
26.56,20.87,4.001,0.179
26.909,20.83,4.001,0.179
27.258,20.8,4.001,0.178
27.634,20.76,4.001,0.178
27.983,20.73,4.001,0.178
28.333,20.81,4.001,0.178
28.681,20.75,4.001,0.178
29.032,20.66,4.001,0.177
29.407,20.64,4.001,0.177
29.756,20.61,4.001,0.177
30.105,20.58,4.001,0.177
30.455,20.55,4.001,0.176
30.804,20.52,4.001,0.176
31.179,20.49,4.001,0.176
31.53,20.46,4.001,0.176
31.878,20.47,4.001,0.176
32.227,20.44,4.001,0.175
32.575,20.42,4.001,0.176
32.951,20.45,4.001,0.175
33.3,20.39,4.001,0.175
33.649,20.35,4.001,0.175
