Time,Amps,Volts,Torque 8V (N · m)
0.001,11.75,8.002,0.233
0.365,11.72,8.002,0.227
0.739,11.77,8.002,0.2264
1.142,11.76,8.002,0.226
1.512,11.74,8.002,0.2257
1.905,11.72,8.002,0.2254
2.254,11.7,8.002,0.2251
2.603,11.68,8.002,0.2249
2.953,11.67,8.002,0.2246
3.328,11.65,8.002,0.2244
3.678,11.63,8.002,0.2242
4.026,11.61,8.002,0.224
4.376,11.59,8.002,0.2238
4.724,11.57,8.002,0.2236
5.074,11.55,8.002,0.2234
5.423,11.53,8.002,0.2232
5.8,11.5,8.002,0.2229
6.148,11.43,8.002,0.2228
6.499,11.41,8.002,0.2226
6.847,11.39,8.002,0.2224
7.197,11.35,8.002,0.2222
7.556,11.33,8.002,0.2219
7.912,11.26,8.002,0.2217
8.271,11.23,8.002,0.2216
8.619,11.21,8.002,0.2214
8.969,11.19,8.002,0.2212
9.346,11.17,8.002,0.2211
9.695,11.15,8.002,0.2209
10.042,11.14,8.002,0.2207
10.393,11.11,8.002,0.2205
10.741,11.07,8.002,0.2202
11.117,11.03,8.002,0.2201
11.465,11,8.002,0.2198
11.816,10.96,8.002,0.2194
12.164,10.92,8.002,0.2192
12.515,10.9,8.002,0.219
12.889,10.91,8.002,0.2189
13.239,10.95,8.002,0.2188
13.588,10.91,8.002,0.2187
13.937,10.93,8.002,0.2186
14.286,10.94,8.002,0.2185
14.663,10.9,8.002,0.2184
15.011,10.9,8.002,0.2182
15.361,10.88,8.002,0.218
15.71,10.85,8.002,0.2175
16.058,10.77,8.002,0.2173
16.408,10.81,8.002,0.2172
16.785,10.79,8.002,0.2162
17.134,10.73,8.002,0.2162
17.484,10.75,8.002,0.2161
17.833,10.76,8.002,0.2154
18.181,10.63,8.002,0.2156
18.558,10.75,8.002,0.2154
18.906,10.74,8.002,0.2153
19.257,10.71,8.002,0.2148
19.605,10.68,8.002,0.2148
19.955,10.7,8.002,0.2146
20.331,10.67,8.002,0.2141
20.678,10.62,8.002,0.2141
21.028,10.65,8.002,0.2139
21.376,10.6,8.002,0.2135
21.726,10.55,8.002,0.2133
22.102,10.56,8.002,0.2132
22.451,10.57,8.002,0.2127
22.8,10.55,8.002,0.2126
23.15,10.53,8.002,0.2126
23.499,10.56,8.002,0.2125
23.848,10.56,8.002,0.2122
24.225,10.52,8.002,0.2122
24.573,10.56,8.002,0.2122
24.923,10.59,8.002,0.2121
25.271,10.54,8.002,0.2117
25.621,10.51,8.002,0.2116
25.969,10.52,8.002,0.2112
26.347,10.4,8.002,0.2113
26.695,10.52,8.002,0.2111
27.045,10.47,8.002,0.211
27.395,10.5,8.002,0.2106
27.744,10.42,8.002,0.2106
28.119,10.45,8.002,0.2104
28.467,10.42,8.002,0.2101
28.817,10.38,8.002,0.21
29.166,10.4,8.002,0.2095
29.515,10.31,8.002,0.2092
29.89,10.31,8.002,0.2091
30.24,10.33,8.002,0.2085
30.588,10.24,8.002,0.2085
30.937,10.32,8.002,0.2084
31.288,10.34,8.002,0.2082
31.663,10.27,8.002,0.2082
32.013,10.33,8.002,0.2081
