Time,Amps,Volts,Torque 4V (N · m)
0,1.63,4.001,0.102
0.393,4.3,4.001,0.101
0.795,4.3,4.001,0.1
1.171,4.28,4.001,0.1
1.573,4.27,4.001,0.1
1.962,4.26,4.001,0.099
2.335,4.25,4.001,0.098
2.684,4.23,4.001,0.098
3.034,4.22,4.001,0.098
3.382,4.21,4.001,0.097
3.759,4.2,4.001,0.097
4.107,4.18,4.001,0.097
4.458,4.17,4.001,0.097
4.806,4.17,4.001,0.097
5.155,4.16,4,0.097
5.542,4.15,4.001,0.096
5.937,4.14,4.001,0.096
6.31,4.14,4.001,0.096
6.659,4.13,4.001,0.096
7.008,4.12,4.001,0.096
7.356,4.11,4.001,0.096
7.733,4.11,4.001,0.096
8.082,4.1,4.001,0.096
8.433,4.09,4.001,0.095
8.779,4.08,4.001,0.095
9.157,4.07,4.001,0.095
9.504,4.06,4.001,0.095
9.854,4.06,4.001,0.095
10.203,4.05,4.001,0.095
10.552,4.05,4.001,0.095
10.901,4.04,4.001,0.095
11.278,4.03,4.001,0.095
11.626,4.03,4.001,0.095
11.976,4.03,4.001,0.095
12.325,4.02,4.001,0.094
12.674,4.01,4.001,0.094
13.05,4.01,4.001,0.094
13.4,4.01,4.001,0.094
13.749,4.01,4.001,0.094
14.098,4,4.001,0.094
14.447,4,4.001,0.094
14.823,3.99,4.001,0.094
15.172,3.98,4.001,0.094
15.521,3.98,4.001,0.094
15.872,3.98,4.001,0.094
16.22,3.97,4.001,0.094
16.596,3.96,4.001,0.094
16.944,3.96,4.001,0.094
17.294,3.95,4.001,0.094
17.643,3.95,4.001,0.094
17.992,3.95,4.001,0.094
18.368,3.95,4.001,0.093
18.717,3.93,4.001,0.093
19.066,3.94,4.001,0.093
19.416,3.93,4.001,0.093
19.764,3.93,4.001,0.093
20.141,3.93,4.001,0.093
20.49,3.93,4.001,0.093
20.838,3.92,4.001,0.093
21.187,3.92,4.001,0.093
21.538,3.91,4.001,0.093
21.919,3.9,4.001,0.093
22.279,3.89,4.001,0.093
22.638,3.9,4.001,0.093
22.986,3.89,4.001,0.093
23.363,3.89,4.001,0.093
23.71,3.89,4.001,0.093
24.06,3.89,4.001,0.093
24.41,3.88,4.001,0.093
24.785,3.88,4.001,0.093
25.134,3.88,4.001,0.093
25.484,3.87,4.001,0.092
25.833,3.88,4.001,0.092
26.182,3.87,4.001,0.093
26.53,3.86,4.001,0.092
26.908,3.87,4.001,0.092
27.255,3.86,4,0.092
27.606,3.86,4.001,0.092
27.954,3.86,4.001,0.092
28.303,3.86,4.001,0.092
28.68,3.85,4.001,0.092
29.029,3.85,4.001,0.092
29.379,3.84,4.001,0.092
29.728,3.84,4.001,0.092
30.076,3.84,4.001,0.092
30.452,3.83,4.001,0.092
30.802,3.83,4.001,0.092
31.153,3.82,4.001,0.092
31.499,3.81,4.001,0.092
31.849,3.82,4.001,0.092
32.225,3.81,4.001,0.092
32.575,3.81,4.001,0.092
32.923,3.81,4.001,0.091
33.272,3.81,4.001,0.091
