Time,Amps,Volts,Torque 10V (N · m)
0.002,85.8,10.001,1.286
0.389,90.31,10.001,1.273
0.786,89.12,10.001,1.245
1.163,86.6,10.001,1.238
1.952,86.22,10.001,1.22
2.325,84.66,10.001,1.207
2.673,83.22,10.001,1.191
3.024,82.38,10.001,1.187
3.399,81.5,10.001,1.074
3.749,76.04,10.001,1.064
4.098,75.15,10.001,1.055
4.447,74.31,10.001,1.047
4.795,73.51,10.001,1.037
5.171,72.62,10.001,1.03
5.521,72.46,10.001,1.019
5.872,71.9,10.001,1.015
6.22,71.13,10.001,1.011
6.568,70.75,10.001,1.004
6.916,70.22,10.001,1.003
7.294,70.39,10.001,0.999
7.642,69.8,10.001,0.994
7.992,69.44,10.001,0.987
8.341,69.05,10.001,0.983
8.691,69.46,10.001,0.979
9.05,68.96,10.001,0.975
9.406,68.47,10.001,0.97
9.765,68.43,10.001,0.964
10.114,67.77,10.001,0.961
10.462,67.29,10.001,0.957
10.812,66.94,10.001,0.951
11.188,66.19,10.001,0.948
11.536,65.73,10.001,0.945
11.887,65.63,10.001,0.942
12.235,65.28,10.001,0.939
12.611,65.04,10.001,0.933
12.96,64.51,10.001,0.931
13.309,64.27,10.001,0.925
13.659,63.78,10.001,0.924
14.008,63.54,10.001,0.921
14.357,63.22,10.001,0.916
14.733,62.79,10.001,0.914
15.083,62.56,10.001,0.909
15.432,62.08,10.001,0.906
15.781,61.75,10.001,0.902
16.13,61.49,10.001,0.901
16.479,61.24,10.001,0.899
16.856,61.15,10.001,0.893
17.204,60.7,10.001,0.892
17.554,60.44,10.001,0.887
17.902,60.15,10.001,0.886
18.252,60,10.001,0.885
18.628,59.74,10.001,0.881
18.977,59.47,10.001,0.876
19.326,59.03,10.001,0.875
19.676,58.94,10.001,0.874
20.025,58.84,10.001,0.873
20.4,58.65,10.001,0.869
20.75,58.56,10.001,0.866
21.098,58.2,10.001,0.866
21.448,58.05,10.001,0.864
21.796,57.88,10.001,0.86
22.172,57.7,10.001,0.859
22.521,57.55,10.001,0.858
22.871,57.39,10.001,0.858
23.22,57.29,10.001,0.849
23.569,56.89,10.001,0.85
23.929,56.81,10.001,0.849
24.312,56.64,10.001,0.848
24.67,56.47,10.001,0.843
25.02,56.23,10.001,0.842
25.396,56.01,10.001,0.841
25.745,55.94,10.001,0.84
26.093,55.83,10.001,0.838
26.443,55.68,10.001,0.834
26.792,55.87,10.001,0.833
27.166,55.39,10.001,0.833
27.517,55.28,10.001,0.832
27.866,55.19,10.001,0.828
28.216,55.08,10.001,0.827
28.564,54.99,10.001,0.827
28.94,54.88,10.001,0.826
29.29,54.76,10.001,0.819
29.639,54.26,10.001,0.819
29.988,54.31,10.001,0.819
30.338,54.23,10.001,0.818
30.714,54.13,10.001,0.817
31.063,54.06,10.001,0.817
31.412,53.94,10.001,0.814
31.761,53.85,10.001,0.813
32.11,53.76,10.001,0.813
32.486,53.67,10.001,0.812
32.835,53.59,10.001,0.811
33.185,53.5,10.001,0.804
33.534,52.99,10.001,0.804
33.883,52.96,10.001,0.803
34.231,52.9,10.001,0.803
34.582,52.85,10.001,0.802
34.958,52.78,10.001,0.802
35.307,52.73,10.001,0.802
35.655,52.66,10.001,0.801
36.005,52.63,10.001,0.795
36.355,52.08,10.001,0.796
36.728,52.25,10.001,0.795
37.08,52.15,10.001,0.795
37.429,52.12,10.001,0.795
37.778,52.08,10.001,0.794
38.126,51.96,10.001,0.793
38.501,51.9,10.001,0.792
38.851,51.76,10.001,0.792
39.199,51.73,10.001,0.791
39.549,51.69,10.001,0.791
39.925,51.61,10.001,0.79
40.275,51.57,10.001,0.789
40.623,51.45,10.001,0.784
40.973,51.05,10.001,0.784
41.322,51.05,10.001,0.784
41.67,51.04,10.001,0.783
42.047,50.97,10.001,0.783
42.396,50.87,10.001,0.782
42.745,50.83,10.001,0.782
43.093,50.76,10.001,0.781
43.444,50.68,10.001,0.78
43.82,50.6,10.001,0.78
44.169,50.53,10.001,0.779
44.519,50.51,10.001,0.779
44.867,50.47,10.001,0.778
45.216,50.36,10.001,0.775
45.566,50.09,10.001,0.774
45.941,50.03,10.001,0.774
46.289,50.03,10.001,0.773
46.64,50,10.001,0.773
46.989,49.95,10.001,0.772
47.364,49.92,10.001,0.772
47.714,49.85,10.001,0.772
48.063,49.84,10.001,0.771
48.412,49.76,10.001,0.77
48.761,49.73,10.001,0.77
49.11,49.67,10.001,0.77
49.486,49.63,10.001,0.767
49.835,49.51,10.001,0.767
50.185,49.38,10.001,0.767
50.535,49.4,10.001,0.766
50.884,49.38,10.001,0.766
51.243,49.37,10.001,0.766
51.625,49.31,10.001,0.765
51.984,49.27,10.001,0.765
52.359,49.22,10.001,0.764
52.709,49.21,10.001,0.764
53.057,49.12,10.001,0.764
53.407,49.09,10.001,0.763
53.758,49.02,10.001,0.763
54.132,48.99,10.001,0.762
54.481,48.77,10.001,0.761
54.83,48.77,10.001,0.761
55.179,48.74,10.001,0.76
55.555,48.67,10.001,0.76
55.904,48.64,10.001,0.76
56.253,48.62,10.001,0.76
56.602,48.63,10.001,0.759
56.952,48.58,10.001,0.758
57.301,48.48,10.001,0.757
57.678,48.22,10.001,0.757
58.027,48.31,10.001,0.757
58.376,48.27,10.001,0.756
58.725,48.26,10.001,0.757
59.075,48.23,10.001,0.756
59.451,48.19,10.001,0.755
59.8,48.13,10.001,0.755
60.149,48.11,10.001,0.755
60.498,48.06,10.001,0.754
60.847,47.65,10.001,0.753
61.221,47.74,10.001,0.753
61.572,47.74,10.001,0.752
61.935,47.71,10.001,0.752
62.325,47.62,10.001,0.752
62.672,47.67,10.001,0.751
63.022,47.65,10.001,0.751
63.37,47.61,10.001,0.751
63.722,47.57,10.001,0.75
64.069,47.52,10.001,0.75
64.446,47.5,10.001,0.75
64.795,47.47,10.001,0.75
65.145,47.43,10.001,0.749
65.493,47.39,10.001,0.748
65.842,47.07,10.001,0.748
66.192,46.95,10.001,0.747
66.568,46.87,10.001,0.747
66.917,46.84,10.001,0.746
67.265,46.82,10.001,0.746
67.616,46.75,10.001,0.746
67.963,46.73,10.001,0.745
68.341,46.74,10.001,0.745
68.688,46.68,10.001,0.744
69.037,46.64,10.001,0.744
69.387,46.57,10.001,0.743
69.763,46.4,10.001,0.743
70.112,46.38,10.001,0.743
70.46,46.42,10.001,0.743
70.809,46.39,10.001,0.742
71.159,46.35,10.001,0.742
71.508,46.33,10.001,0.741
71.884,46.3,10.001,0.741
72.233,46.28,10.001,0.741
72.584,46.26,10.001,0.741
72.932,46.24,10.001,0.741
73.281,46.2,10.001,0.74
73.63,46.13,10.001,0.74
74.007,46.12,10.001,0.74
74.355,46.11,10.001,0.74
74.705,46.08,10.001,0.739
75.054,46.07,10.001,0.739
75.404,46.03,10.001,0.738
75.778,46,10.001,0.738
76.128,45.98,10.001,0.738
76.477,45.95,10.001,0.738
76.826,45.93,10.001,0.737
77.202,45.9,10.001,0.737
77.551,45.87,10.001,0.737
77.9,45.85,10.001,0.737
78.264,45.81,10.001,0.736
78.653,45.76,10.001,0.736
79.002,45.69,10.001,0.736
79.351,45.66,10.001,0.736
79.7,45.65,10.001,0.736
80.049,45.59,10.001,0.735
80.426,45.56,10.001,0.735
80.774,45.52,10.001,0.734
81.124,45.29,10.001,0.733
81.472,45.31,10.001,0.733
81.823,45.36,10.001,0.733
82.198,45.34,10.001,0.733
82.547,45.33,10.001,0.733
82.897,45.27,10.001,0.732
83.246,45.25,10.001,0.732
83.595,45.22,10.001,0.732
83.971,45.18,10.001,0.731
84.32,45.11,10.001,0.731
84.669,45.06,10.001,0.73
85.018,45.02,10.001,0.73
85.367,44.99,10.001,0.73
85.716,44.92,10.001,0.729
86.093,44.76,10.001,0.729
86.441,44.78,10.001,0.729
86.791,44.75,10.001,0.728
87.139,44.74,10.001,0.729
87.49,44.71,10.001,0.728
87.848,44.69,10.001,0.728
88.204,44.66,10.001,0.728
88.563,44.79,10.001,0.727
88.914,44.77,10.001,0.726
89.263,44.63,10.001,0.726
89.611,44.66,10.001,0.726
89.987,44.63,10.001,0.726
90.336,44.62,10.001,0.726
90.685,44.57,10.001,0.725
91.033,44.54,10.001,0.725
91.408,44.53,10.001,0.725
91.758,44.49,10.001,0.725
92.109,44.45,10.001,0.724
92.457,44.42,10.001,0.724
92.806,44.39,10.001,0.724
93.154,44.37,10.001,0.723
93.531,44.34,10.001,0.723
93.879,44.34,10.001,0.723
94.23,44.32,10.001,0.722
94.579,43.99,10.001,0.721
94.928,43.99,10.001,0.721
95.277,43.91,10.001,0.72
95.637,43.66,10.001,0.718
95.992,43.18,10.001,0.718
96.352,43.25,10.001,0.718
96.7,43.3,10.001,0.717
97.05,43.32,10.001,0.711
97.426,47.75,10.001,0.71
97.775,47.75,10.001,0.7
98.125,51.62,10.001,0.696
98.473,55.68,10.001,0.692
98.823,59.66,10.001,0.689
99.174,59.43,10.001,0.688
99.549,59.09,10.001,0.686
99.897,58.78,10.001,0.68
100.247,61.72,7.731,0.349
100.596,120.1,5.829,0.301
100.971,119.98,10.001,0.318
101.32,112.2,10.001,0.314
101.669,116,7.672,0.289
102.019,120.22,7.195,0.296
102.368,120.03,7.157,0.295
102.743,120,7.274,0.296
103.12,120.03,7.467,0.295
103.47,120.03,7.191,0.332
103.82,97.05,6.6,0.272
104.196,120.03,6.327,0.272
104.546,119.72,10.001,0.27
104.894,113.19,7.408,0.261
105.243,120.06,7.521,0.259
105.593,120.03,9.929,0.249
105.942,102.28,10.001,0.223
106.317,122.16,7.822,0.174
106.666,2.83,10.001,0.153
107.016,0,10.001,0.147
107.365,0,10.001,0.144
107.74,0,10.001,0.142
108.089,1.6,8.199,0.173
108.437,3.57,10.001,0.141
108.786,0,9.406,0.167
109.136,1.95,10.001,0.139
109.495,0,10.001,0.137
109.861,0,10.001,0.136
110.209,0,10.001,0.135
110.56,0,10.001,0.134
110.907,0,10.001,0.133
111.267,0,10.001,0.133
111.649,0,10.001,0.131
112.021,0,10.001,0.131
112.401,0.99,10.001,0.129
112.761,0,10.001,0.129
113.122,0,10.001,0.127
113.502,0,10.001,0.127
113.862,0,10.001,0.126
114.21,0,10.001,0.125
114.572,0,10.001,0.124
114.953,0,10.001,0.124
115.312,0,10.001,0.123
115.687,0,10.001,0.122
116.037,0,10.001,0.121
116.385,0,10.001,0.121
116.736,0,10.001,0.12
117.084,0,10.001,0.119
117.46,0,10.001,0.118
