Time,Amps,Volts,Torque 8V (N · m)
0,66.12,8.002,0.597
0.381,64.81,8.002,0.59
0.794,63.6,8.002,0.582
1.181,62.49,8.002,0.575
1.567,61.35,8.002,0.567
1.958,60.39,8.001,0.561
2.307,59.46,8.002,0.555
2.657,58.58,8.002,0.549
3.006,57.75,8.002,0.544
3.356,56.92,8.002,0.538
3.703,56.19,8.002,0.533
4.054,55.49,8.002,0.528
4.43,54.84,8.002,0.524
4.779,54.2,8.002,0.519
5.129,53.55,8.002,0.514
5.479,52.97,8.002,0.51
5.828,52.42,8.002,0.506
6.203,51.9,8.002,0.502
6.552,51.4,8.002,0.498
6.901,50.92,8.002,0.495
7.252,50.41,8.002,0.491
7.598,49.97,8.002,0.488
7.974,49.54,8.002,0.484
8.324,49.14,8.002,0.481
8.674,48.74,8.002,0.478
9.023,48.36,8.002,0.475
9.372,47.97,8.002,0.472
9.748,47.63,8.002,0.469
10.096,47.31,8.002,0.467
10.446,46.98,8.002,0.464
10.795,46.65,8.002,0.462
11.145,46.34,8.002,0.459
11.494,46.05,8.002,0.457
11.853,45.76,8.002,0.455
12.21,45.49,8.002,0.448
12.567,48.15,8.002,0.444
12.919,47.92,8.002,0.44
13.267,48.6,8.002,0.437
13.616,48.32,8.002,0.419
13.993,59.41,8.001,0.36
14.342,92.11,8.001,0.273
14.691,120.84,5.318,0.142
15.039,120.02,4.934,0.116
15.388,120.03,5.193,0.122
15.764,120.01,5.663,0.118
16.114,120.04,5.271,0.12
16.463,120.02,8.002,0.145
16.811,49.04,8.002,0.144
17.16,47.26,8.002,0.144
17.538,45.61,8.002,0.143
17.886,44.34,8.002,0.182
18.235,108.61,5.239,0.09
18.584,120.09,4.882,0.087
18.933,120.03,4.889,0.084
19.308,120.03,4.981,0.083
19.658,120.03,5.153,0.082
20.007,120.03,5.235,0.082
20.356,120.03,5.237,0.083
20.704,120.03,5.339,0.05
21.082,16.61,8.002,0.044
21.431,1.64,8.002,0.043
21.783,0,8.002,0.042
22.129,0,8.002,0.042
22.48,0,8.002,0.042
22.828,0,8.002,0.042
23.205,0,8.002,0.042
23.553,0,8.002,0.042
23.904,0,8.002,0.043
24.251,0,8.002,0.042
24.602,0,8.002,0.042
