Time,Amps,Volts,Torque 12V (N · m)
0.002,77.31,11.771,2.363
0.418,140.03,11.761,2.313
0.824,139.81,12,2.279
1.197,136.86,12,2.26
1.606,134.22,12,2.232
1.987,131.5,12,2.189
2.361,129.21,12,2.166
2.71,127.01,12,2.133
3.059,124.75,12,2.108
3.408,122.4,12,2.076
3.785,120.4,12,2.061
4.133,118.74,12,2.04
4.483,117.11,12,2.02
4.833,115.96,12,2.001
5.182,114.71,12,1.987
5.557,113.37,12,1.967
5.906,111.93,12,1.951
6.255,110.7,12,1.939
6.605,109.63,12,1.924
6.954,108.55,12,1.891
7.303,107.06,12,1.882
7.678,106.07,12,1.872
8.029,105,12,1.86
8.377,104.17,12,1.854
8.727,103.25,12,1.842
9.075,102.52,12,1.832
9.436,101.38,12,1.816
9.819,100.7,12,1.808
10.176,100.01,12,1.797
10.528,99.21,12,1.789
10.903,98.51,12,1.779
11.254,97.74,12,1.77
11.604,97.01,12,1.759
11.953,96.31,12,1.75
12.302,95.77,12,1.745
12.651,95.14,12,1.736
13.026,94.48,12,1.729
13.377,94.1,12,1.723
13.726,93.4,12,1.71
14.074,92.71,12,1.7
14.423,92.18,12,1.693
14.772,91.77,12,1.687
15.148,91.29,12,1.678
15.498,90.51,12,1.669
15.847,90.13,12,1.664
16.195,89.73,12,1.659
16.544,89.34,12,1.654
16.921,88.97,12,1.649
17.269,88.53,12,1.643
17.621,88.04,12,1.635
17.968,87.62,12,1.628
18.318,87.17,12,1.623
18.695,86.81,12,1.619
19.044,86.47,12,1.612
19.395,85.95,12,1.603
19.742,85.49,12,1.597
20.092,85.12,12,1.588
20.44,84.79,12,1.582
20.791,84.32,12,1.562
21.167,83.76,12,1.558
21.516,83.45,12,1.551
21.865,83.05,12,1.549
22.216,82.9,12,1.544
22.564,82.71,12,1.54
22.913,82.21,12,1.537
23.289,81.96,12,1.533
23.637,81.68,12,1.528
23.987,81.45,12,1.524
24.336,81.16,12,1.522
24.712,80.94,12,1.518
25.06,80.72,12,1.516
25.41,80.45,12,1.513
25.759,80.17,12,1.515
26.109,80.48,12,1.515
26.457,80.26,12,1.516
26.818,79.87,12,1.508
27.199,79.7,12,1.509
27.559,79.5,12,1.508
27.907,79.27,12,1.509
28.284,79.06,12,1.509
28.634,79,12,1.507
28.984,78.56,12,1.502
29.334,78.66,12,1.502
29.684,78.48,12,1.502
30.059,78.27,12,1.501
30.408,78.08,12,1.5
30.757,77.88,12,1.497
31.105,77.65,12,1.495
31.456,77.47,12,1.493
31.804,77.35,12,1.492
32.18,77.17,12,1.489
32.53,77,12,1.487
32.879,76.84,12,1.485
33.228,76.72,12,1.482
33.577,76.54,12,1.48
33.953,76.36,12,1.477
34.303,76.15,12,1.475
34.652,76.01,12,1.471
35.002,75.79,12,1.468
35.35,75.64,12,1.466
35.727,75.64,12,1.467
36.075,75.63,12,1.466
36.425,75.44,12,1.464
36.774,75.3,12,1.463
37.125,75.2,12,1.461
37.472,76.44,12,1.243
37.822,126.95,12,1.015
38.199,140.03,10.926,0.683
38.548,140.03,6.947,0.402
38.898,140.03,7.154,0.404
39.246,140.03,7.289,0.425
39.595,140.03,11.969,0.738
39.97,140.06,6.949,0.258
40.322,140.03,6.597,0.232
40.668,140.03,6.578,0.173
41.019,140.03,6.232,0.181
41.367,140.03,6.98,0.186
41.744,140.02,7.298,0.199
42.092,140.02,7.894,0.269
42.442,98.95,12,0.135
42.79,140.03,6.828,0.111
43.139,140.03,6.833,0.107
43.516,140.02,7.106,0.109
43.865,138.05,12,0.119
44.214,140,6.827,0.13
44.563,137.88,12,0.128
44.912,130.36,12,0.089
45.29,140.03,6.772,0.093
45.637,140.03,7.127,0.091
45.987,140.02,7.703,0.091
46.337,140.03,7.533,0.09
46.687,140.04,7.904,0.086
47.035,140.03,8.11,0.086
47.412,140.02,6.545,0.095
47.762,140.03,6.172,0.093
48.111,140.03,6.182,0.097
48.459,140.03,6.271,0.102
48.808,140.03,6.312,0.103
49.185,140.03,6.355,0.104
49.534,140.03,6.404,0.105
49.883,140.03,6.473,0.106
50.232,140.03,6.519,0.106
50.581,140.03,6.579,0.105
50.957,140.03,6.609,0.105
51.305,140.03,6.684,0.093
51.654,140.03,6.74,0.091
52.003,140.03,6.772,0.089
52.353,140.03,6.812,0.086
52.729,140.03,6.833,0.087
53.078,140.03,6.841,0.088
53.427,140.03,6.913,0.089
53.776,140.03,6.928,0.09
54.125,140.03,6.966,0.09
54.475,140.03,7.036,0.092
54.85,140.03,7.077,0.092
55.2,140.03,7.138,0.094
55.566,140.03,7.174,0.093
55.951,140.03,7.231,0.095
56.3,140.03,7.273,0.096
56.65,140.03,7.321,0.096
57,140.03,7.344,0.097
57.348,140.03,7.392,0.098
57.725,140.03,7.49,0.098
58.074,140.03,7.522,0.098
58.423,140.03,7.522,0.099
58.772,140.03,7.522,0.098
59.121,140.03,7.522,0.099
59.491,140.03,7.522,0.099
59.834,140.03,7.522,0.099
60.173,140.03,7.522,0.098
60.512,140.03,7.522,0.098
60.85,140.02,1.854,0.027
61.189,0,0.009,0.023
61.526,0,0.009,0.021
61.881,0,0.009,0.019
62.267,0,0.009,0.018
62.616,0,0.009,0.017
62.955,0,0.009,0.016
63.317,0,0.009,0.015
