Time,Amps,Volts,Torque 10V (N · m)
0.001,16.39,10.001,0.2384
0.414,15.07,10.001,0.2384
0.818,15.05,10.001,0.2384
1.193,15.03,10.001,0.2384
1.6,15.07,10.001,0.2385
1.984,15.04,10.001,0.2385
2.348,14.97,10.001,0.2385
2.707,14.93,10.001,0.2385
3.057,14.89,10.001,0.2385
3.416,14.86,10.001,0.2385
3.797,14.82,10.001,0.2385
4.156,14.79,10.001,0.2385
4.533,14.77,10.001,0.2385
4.882,14.75,10.001,0.2385
5.23,14.73,10.001,0.2385
5.58,14.72,10.001,0.2384
5.928,14.7,10.001,0.2384
6.307,14.69,10.001,0.2384
6.653,14.69,10.001,0.2384
7.004,14.68,10.001,0.2383
7.353,14.68,10.001,0.2384
7.702,14.67,10.001,0.2383
8.05,14.67,10.001,0.2383
8.411,14.66,10.001,0.2383
8.766,14.66,10.001,0.2383
9.125,14.65,10.001,0.2383
9.475,14.65,10.001,0.2383
9.823,14.64,10.001,0.2382
10.199,14.63,10.001,0.2382
10.548,14.63,10.001,0.2382
10.898,14.63,10.001,0.2381
11.246,17.69,10.001,0.238
11.598,17.15,10.001,0.238
11.987,17.2,10.002,0.218
12.378,16.81,10.001,0.2182
12.751,16.32,10.001,0.2182
13.099,17.22,10.001,0.2183
13.456,17.98,10.001,0.2183
13.854,17.11,10.001,0.2182
14.202,20.58,10.001,0.2183
14.55,16.96,10.001,0.2182
14.899,16.99,10.001,0.218
15.276,27.03,10.001,0.2182
15.626,16.83,10.001,0.2181
15.975,31.33,10.002,0.2182
16.325,16.99,10.001,0.2178
16.673,20.52,10.001,0.2181
17.048,17.5,10.001,0.2181
17.398,16.89,10.001,0.2181
17.746,16.82,10.001,0.2181
18.096,16.8,10.001,0.2181
18.444,16.73,10.001,0.2178
18.821,30.38,10.001,0.2181
19.17,16.75,10.001,0.2181
19.518,17.03,10.001,0.2181
19.868,16.98,10.001,0.2181
20.244,16.97,10.001,0.2181
20.609,16.95,10.001,0.2182
20.968,16.97,10.001,0.2182
21.318,17.5,10.001,0.2182
21.678,17.5,10.001,0.2182
