Time,Amps,Volts,Torque 2V (N · m)
0.005,28.67,2,0.188
0.418,30.32,2,0.187
0.821,30.19,2,0.186
1.197,30.07,2,0.186
1.62,29.96,2,0.185
1.986,29.86,2,0.185
2.361,29.78,2,0.185
2.71,29.7,2,0.184
3.059,29.64,2,0.184
3.435,29.57,2,0.184
3.785,29.5,2,0.184
4.135,29.44,2,0.183
4.483,29.37,2,0.183
4.833,29.3,2,0.183
5.182,29.25,2,0.182
5.531,29.18,2,0.182
5.909,29.14,2,0.182
6.256,29.09,2,0.181
6.606,29.04,2,0.181
6.955,28.99,2,0.181
7.304,28.95,2,0.18
7.681,28.91,2,0.18
8.029,28.86,2,0.18
8.379,28.82,2,0.18
8.738,28.78,2,0.18
9.129,28.73,2,0.179
9.479,28.69,2,0.179
9.827,28.65,2,0.179
10.178,28.61,2,0.179
10.553,28.56,2,0.178
10.902,28.53,2,0.178
11.252,28.49,2,0.178
11.601,28.46,2,0.178
11.951,28.43,2,0.177
12.328,28.38,2,0.178
12.676,28.35,2,0.177
13.025,28.32,2,0.178
13.374,28.29,2,0.177
13.724,28.26,2,0.177
14.073,28.22,2,0.177
14.449,28.18,2,0.176
14.797,28.13,2,0.176
15.147,28.15,2,0.176
15.495,28.13,2,0.176
15.844,28.09,2,0.176
16.22,28.03,2,0.175
16.569,27.99,2,0.176
16.917,27.96,2,0.175
17.268,27.93,2,0.175
17.616,27.9,2,0.175
17.993,27.88,2,0.175
18.341,27.87,2,0.175
18.691,27.84,2,0.174
19.04,27.83,2,0.174
19.388,27.81,2,0.174
19.738,27.8,2,0.175
20.115,27.78,2,0.174
20.463,27.76,2,0.174
20.814,27.73,2,0.174
21.163,27.71,2,0.174
21.513,27.69,2,0.174
21.889,27.67,2,0.174
22.237,27.65,2,0.174
22.587,27.63,2,0.173
22.936,27.6,2,0.173
23.285,27.58,2,0.173
23.66,27.55,2,0.172
24.009,27.52,2,0.173
24.359,27.51,2,0.173
24.708,27.49,2,0.172
25.057,27.47,2,0.172
25.433,27.44,2,0.172
25.78,27.43,2,0.172
26.131,27.4,2,0.172
26.481,27.39,2,0.172
26.83,27.37,2,0.172
27.205,27.35,2,0.171
27.553,27.33,2,0.172
27.904,27.31,2,0.172
28.253,27.29,2,0.171
28.602,27.28,2,0.172
28.979,27.26,2,0.171
29.327,27.25,2,0.171
29.678,27.24,2,0.171
30.025,27.22,2,0.171
30.375,27.21,2,0.171
30.722,27.2,2,0.171
31.099,27.18,2,0.171
31.451,27.17,2,0.171
31.8,27.15,2,0.17
32.149,27.14,2,0.17
32.497,27.12,2,0.17
32.845,27.1,2,0.17
33.221,27.09,2,0.17
33.571,27.08,2,0.17
33.92,27.06,2,0.17
34.27,27.04,2,0.17
34.617,27.03,2,0.17
34.993,27.02,2,0.17
35.342,27,2,0.17
35.692,26.99,2,0.169
36.041,26.97,2,0.17
36.389,26.97,2,0.17
36.765,26.95,2,0.169
37.115,26.94,2,0.169
37.464,26.93,2,0.169
37.813,26.92,2,0.169
38.163,26.91,2,0.169
38.54,26.89,2,0.169
38.889,26.88,2,0.169
39.239,26.87,2,0.169
39.587,26.86,2,0.169
39.937,26.84,2,0.169
40.285,26.83,2,0.169
40.662,26.82,2,0.169
41.011,26.8,2,0.169
41.36,26.8,2,0.169
41.71,26.78,2,0.168
42.059,26.77,2,0.168
42.408,26.76,2,0.168
42.783,26.74,2,0.168
43.133,26.73,2,0.168
43.48,26.73,2,0.168
43.831,26.72,2,0.168
44.179,26.7,2,0.168
44.556,26.69,2,0.168
44.904,26.68,2,0.168
45.254,26.66,2,0.167
45.603,26.65,2,0.167
45.951,26.64,2,0.168
46.329,26.63,2,0.168
46.677,26.62,2,0.167
47.026,26.61,2,0.167
47.375,26.6,2,0.167
47.724,26.59,2,0.167
48.101,26.58,2,0.167
48.449,26.56,2,0.167
48.8,26.55,2,0.167
49.147,26.55,2,0.167
49.497,26.53,2,0.167
49.847,26.53,2,0.167
50.223,26.51,2,0.167
50.572,26.5,2,0.167
50.921,26.49,2,0.167
51.27,26.48,2,0.166
51.62,26.47,2,0.166
51.995,26.46,2,0.166
52.343,26.45,2,0.166
52.693,26.44,2,0.166
53.042,26.42,2,0.166
53.417,26.41,2,0.166
53.766,26.4,2,0.166
54.116,26.4,2,0.166
54.465,26.39,2,0.166
54.814,26.37,2,0.166
55.163,26.36,2,0.166
55.54,26.35,2,0.166
55.889,26.34,2,0.166
56.239,26.33,2,0.166
56.588,26.32,2,0.165
56.938,26.3,2,0.165
57.287,26.29,2,0.165
57.662,26.27,2,0.165
58.01,26.27,2,0.165
58.362,26.26,2,0.165
58.71,26.25,2,0.165
59.059,26.24,2,0.165
59.435,26.22,2,0.165
59.784,26.21,2,0.165
60.133,26.2,2,0.165
60.483,26.19,2,0.164
60.831,26.17,2,0.164
61.223,26.16,2,0.165
61.583,26.15,2,0.164
61.942,26.15,2,0.164
62.337,26.14,2,0.164
62.683,26.13,2,0.165
63.044,26.12,2,0.164
63.398,26.11,2,0.164
63.759,26.1,2,0.164
64.107,26.1,2,0.164
64.457,26.09,2,0.164
64.806,26.08,2,0.164
65.181,26.06,2,0.164
65.531,26.06,2,0.164
65.878,26.05,2,0.164
66.228,26.05,2,0.164
66.578,26.04,2,0.164
66.953,26.03,2,0.164
67.303,26.02,2,0.163
67.651,26.01,2,0.164
68.001,26,2,0.163
68.349,25.99,2,0.164
68.725,25.98,2,0.163
69.075,25.97,2,0.163
69.423,25.96,2,0.163
69.773,25.95,2,0.163
70.122,25.94,2,0.163
70.5,25.93,2,0.163
70.847,25.92,2,0.163
71.198,25.9,2,0.163
71.546,25.89,2,0.163
71.896,25.89,2,0.163
72.244,25.88,2,0.163
72.62,25.87,2,0.162
72.97,25.86,2,0.163
73.319,25.85,2,0.162
73.669,25.85,2,0.162
74.019,25.83,2,0.162
74.394,25.82,2,0.162
74.743,25.81,2,0.162
75.093,25.8,2,0.162
75.441,25.8,2,0.163
75.791,25.79,2,0.162
76.139,25.78,2,0.162
76.515,25.78,2,0.162
76.864,25.77,2,0.162
77.213,25.75,2,0.162
77.562,25.75,2,0.162
77.938,25.74,2,0.162
78.31,25.73,2,0.162
78.69,25.72,2,0.162
79.066,25.71,2,0.162
79.414,25.71,2,0.161
79.764,25.7,2,0.162
80.14,25.69,2,0.161
80.489,25.68,2,0.161
80.839,25.68,2,0.161
81.188,25.67,2,0.161
81.537,25.66,2,0.161
81.914,25.65,2,0.161
82.262,25.64,2,0.161
82.612,25.63,2,0.161
82.961,25.62,2,0.161
83.311,25.61,2,0.161
83.659,25.6,2,0.161
84.009,25.6,2,0.161
84.385,25.59,2,0.161
84.733,25.58,2,0.161
85.084,25.57,2,0.161
