Time,Amps,Volts,Torque 10V (N · m)
0,0,0,0.168
0.146,0,0,0.168
0.291,0,0,0.167
0.438,0,0,0.165
0.58,0,0,0.164
0.729,0,0,0.163
0.877,0,0,0.163
1.019,0,0,0.162
1.065,0,0,0.162
1.175,0,0,0.161
1.285,0,0,0.16
1.386,0,0,0.16
1.496,0,0,0.16
1.614,0,0,0.159
1.721,0,0,0.159
1.834,0,0,0.159
1.949,0,0,0.158
2.063,0,0,0.158
2.242,0,0,0.158
2.368,0,0,0.157
2.477,0,0,0.157
2.585,0,0,0.157
2.694,0,0,0.157
2.814,0,0,0.156
2.933,0,0,0.156
3.045,0,0,0.156
3.158,0,0,0.155
3.267,0,0,0.155
3.373,0,0,0.155
3.48,0,0,0.154
3.588,0,0,0.154
3.699,0,0,0.154
3.824,0,0,0.154
3.937,0,0,0.154
4.055,0,0,0.153
4.16,0,0,0.153
4.268,0,0,0.153
4.374,0,0,0.152
4.484,0,0,0.152
4.591,0,0,0.152
4.7,0,0,0.152
4.807,0,0,0.152
4.914,0,0,0.152
5.022,0,0,0.151
5.132,0,0,0.151
5.242,0,0,0.151
5.362,0,0,0.151
5.483,0,0,0.15
5.59,0,0,0.15
5.696,0,0,0.15
5.806,0,0,0.15
5.915,0,0,0.15
6.022,0,0,0.149
6.144,0,0,0.149
6.256,0,0,0.149
6.368,0,0,0.149
6.476,0,0,0.148
6.589,0,0,0.148
6.7,0,0,0.148
6.807,0,0,0.148
6.914,0,0,0.148
7.041,0,0,0.147
7.148,0,0,0.147
7.254,0,0,0.147
7.361,0,0,0.146
7.469,0,0,0.146
7.594,0,0,0.146
7.712,0,0,0.145
7.833,0,0,0.145
7.943,0,0,0.145
8.049,0,0,0.145
8.16,0,0,0.144
8.27,0,0,0.144
8.38,0,0,0.144
8.489,0,0,0.144
8.606,0,0,0.144
8.719,0,0,0.144
8.826,0,0,0.143
8.934,0,0,0.143
9.042,0,0,0.143
9.149,0,0,0.143
9.269,0,0,0.142
9.4,0,0,0.141
9.522,0,0,0.141
9.63,0,0,0.14
9.736,0,0,0.14
9.845,0,0,0.14
9.953,0,0,0.14
10.063,0,0,0.14
10.187,0,0,0.14
10.298,0,0,0.14
10.414,0,0,0.14
10.524,0,0,0.139
10.632,0,0,0.139
10.74,0,0,0.139
10.845,0,0,0.139
10.963,0,0,0.139
11.075,0,0,0.139
11.183,0,0,0.139
11.291,0,0,0.138
11.405,0,0,0.138
11.52,0,0,0.138
11.628,0,0,0.138
11.764,0,0,0.138
11.874,0,0,0.138
11.983,0,0,0.138
