Time,Amps,Volts,Torque 10V (N · m)
0.002,142.56,10.002,0.643
0.365,133.56,10.001,0.626
0.769,127.35,10.001,0.613
1.172,122.71,10.001,0.601
1.552,117.52,10.001,0.583
1.933,111.65,10.001,0.566
2.281,106.99,10.001,0.555
2.631,103.48,10.001,0.542
2.979,100.12,10.001,0.532
3.357,97.15,10.001,0.522
3.706,94.32,10.001,0.513
4.055,91.99,10.001,0.504
4.404,89.96,10.001,0.497
4.755,88.23,10.001,0.491
5.102,86.7,10.001,0.486
5.48,85.4,10.001,0.481
5.828,84.14,10.001,0.475
6.178,82.89,10.001,0.47
6.528,81.63,10.001,0.465
6.877,80.69,10.001,0.442
7.252,85.02,10.001,0.402
7.6,100.68,10.001,0.036
7.951,19.74,10.001,0.017
8.299,6,10.001,0.013
8.648,3.73,10.001,0.015
8.996,6.94,10.001,0.018
9.372,6.85,10.001,0.005
9.721,2.64,10.001,0.027
10.071,0,10.001,0.023
10.42,7.96,10.002,0.032
10.779,12.65,10.001,0.036
11.162,13.48,10.001,0.036
11.522,10.34,10.001,0.041
11.898,17.3,10.001,0.053
12.246,21.82,10.001,0.048
12.596,19.23,10.001,0.053
12.945,21.08,10.001,0.05
13.295,19.7,10.001,0.055
13.643,18.42,10.001,0.044
14.018,18.49,10.001,0.054
14.367,18,10.001,0.048
14.717,20.79,10.001,0.04
15.066,15.5,10.001,0.052
15.441,18.31,10.001,0.059
15.791,17.13,10.001,0.056
16.141,20.98,10.002,0.066
16.489,52.98,10.001,0.159
16.838,62.25,10.001,0.005
17.214,0,10.001,0.005
17.562,0,10.001,0.005
17.912,0,10.001,0.005
18.262,0,10.001,0.005
18.61,0,10.001,0.004
18.969,0,10.001,0.004
19.35,0,10.001,0.005
19.724,0,10.001,0.005
20.105,0,10.001,0.004
20.462,0,10.001,0.005
20.825,0,10.001,0.004
21.205,0,10.001,0.004
21.565,0,10.001,0.005
21.954,0,10.001,0.004
22.345,0,10.001,0.004
22.703,0,10.001,0.005
23.06,0,10.001,0.004
23.416,0,10.001,0.004
23.78,0,10.001,0.004
24.159,0,10.001,0.005
24.517,0,10.001,0.004
24.911,0,10.001,0.005
25.271,0,10.001,0.005
25.633,0,10.001,0.004
25.998,0,10.001,0.004
26.36,0,10.001,0.005
26.734,0,10.001,0.004
27.108,0,10.001,0.005
27.462,0,10.001,0.004
27.852,0,10.001,0.004
28.225,0,10.001,0.004
28.574,0,10.001,0.005
28.923,0,10.001,0.005
29.282,0,10.002,0.004
29.666,0,10.001,0.005
30.023,0,10.001,0.004
30.384,0,10.001,0.004
30.765,0,10.001,0.005
31.123,0,10.001,0.004
31.516,0,10.001,0.004
31.875,0,10.001,0.005
32.236,0,10.001,0.005
32.619,0,10.001,0.004
32.99,0,10.001,0.005
33.368,0,10.001,0.004
33.718,0,10.001,0.005
34.09,0,10.001,0.004
34.47,0,10.001,0.004
34.83,0,10.001,0.005
35.19,0,10.001,0.004
35.573,0,10.001,0.004
35.945,0,10.001,0.005
36.324,0,10.001,0.004
36.684,0,10.001,0.004
37.046,0,10.001,0.005
37.424,0,10.001,0.005
37.784,0,10.001,0.004
38.143,0,10.001,0.062
38.526,12.76,10.002,0.043
38.899,8.67,10.001,0.044
39.262,10.96,10.001,0.005
39.626,0,10.001,0.005
40.001,0,10.001,0.005
40.381,0,10.001,0.005
40.74,0,10.001,0.005
41.088,0,10.001,0.005
41.448,0,10.001,0.005
41.83,0,10.001,0.005
42.19,0,10.001,0.005
42.565,0,10.001,0.005
42.915,0,10.001,0.005
43.262,0,10.001,0.005
43.613,0,10.001,0.005
43.988,0,10.001,0.005
44.353,0,10.001,0.005
44.713,0,10.001,0.005
45.072,0,10.001,0.005
45.455,0,10.001,0.004
45.827,0,10.001,0.005
46.191,0,10.001,0.004
46.539,0,10.001,0.005
46.888,0,10.001,0.004
47.238,0,10.001,0.005
47.597,0,10.001,0.004
47.979,0,10.001,0.004
48.351,0,10.001,0.005
48.714,0,10.001,0.004
49.08,0,10.001,0.005
49.453,0,10.001,0.004
49.833,0,10.001,0.004
50.191,0,10.001,0.005
50.551,0,10.001,0.004
50.934,0,10.001,0.004
51.306,0,10.001,0.004
51.671,0,10.001,0.004
52.033,0,10.001,0.004
52.408,0,10.001,0.004
52.78,0,10.001,0.004
53.134,0,10.001,0.004
53.524,0,10.001,0.004
